H	NATURAL GAS PIPELINE COMPANY OF AMERICA LLC	C002096	4/2/2018	O	4/1/2018	T	T	Pam Ojeman 713-369-9332				
P	MQ	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	12813	0					
P	M2	TARGA MC/NGPL  STEPHENS	95	44652	MIDCONTINENT RCPT &	15000	0					
D	"TATE & LYLE INGREDIENTS AMERICAS, INC."	122320559	N	FTS	145885-FTSNGPL	4/1/2016	3/31/2019		N	12000	0	n1
A	"CENTERPOINT ENERGY SERVICES,  INC."	N										
P	MQ	AMER IL/NGPL DELAND PIATT	95	148	MARKET DELIVERY	12000	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	12000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	145854-FTSNGPL	4/1/2017	3/31/2020		Y	50000	0	n1
P	MQ	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	50000	0					
P	M2	WOODFORD/NGPL COX CITY GRADY	95	48931	MIDCONTINENT RCPT &	50000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	147455-FTSNGPL	1/1/2017	10/31/2019		Y	64290	0	n1
P	M2	EMP-EOIT/NGPL CORN WASHITA	95	5383	MIDCONTINENT RCPT &	64290	0					
P	MQ	FGT/NGPL  VERMILION	95	7936	LOUISIANA RCPT & DEL	64290	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	147692-FTSNGPL	4/1/2017	10/31/2020		N	20000	0	n1
P	MQ	FGT/NGPL  VERMILION	95	7936	LOUISIANA RCPT & DEL	20000	0					
P	M2	MARKWEST/NGPL  CUSTER	95	44627	MIDCONTINENT RCPT &	20000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	148211-FTSNGPL	4/1/2018	10/31/2018		Y	60000	0	n1
P	M2	N BORDER/NGPL HARPER KEOKUK	95	908090	IOWA-ILLINOIS RECEIP	20000	0					
P	MQ	NICORGAS/NGPL JOLIET EDISON NO WILL	95	904210	MARKET DELIVERY	60000	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	40000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	148317-FTSNGPL	11/1/2017	10/31/2020		Y	33000	0	n1
P	MQ	FGT/NGPL  VERMILION	95	7936	LOUISIANA RCPT & DEL	33000	0					
P	MQ	KMTEJAS/NGPL  HARRISON	95	10863	TEXOK RCPT & DELIVER	0	0					
P	M2	TARGA MC/NGPL  STEPHENS	95	44652	MIDCONTINENT RCPT &	33000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	148560-FTSNGPL	11/1/2017	10/31/2018		Y	100000	0	n1
P	M2	DCP INTR/NGPL THOMPSONVILLE JIM HOG	95	905572	SOUTH TEXAS RCPT & D	36413	0					
P	M2	ETP/NGPL THOMPSONVILLE JIM HOGG	95	24001	SOUTH TEXAS RCPT & D	63587	0					
P	MQ	NGPL/MEP ATLANTA CASS	95	44602	TEXOK RCPT & DELIVER	100000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	148622-FTSNGPL	11/1/2017	10/31/2018		N	50000	0	n1
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	50000	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	50000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	149092-FTSNGPL	4/1/2018	3/31/2019		N	30000	0	n1
P	M2	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	10306	0					
P	MQ	NIPSCO/NGPL NORTH HAYDEN KANKAKEE	95	900130	MARKET DELIVERY	30000	0					
P	M2	ONEOKGT/NGPL  WOODWARD	95	3000	MIDCONTINENT RCPT &	19694	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	149103-FTSNGPL	4/1/2018	10/31/2018		N	50000	0	n1
P	M2	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	21335	0					
P	M2	EMP-EOIT/NGPL CORN WASHITA	95	5383	MIDCONTINENT RCPT &	13400	0					
P	M2	MARKWEST/NGPL BUFFALO CREEK PROCESS	95	47097	MIDCONTINENT RCPT &	15265	0					
P	MQ	NICORGAS/NGPL SUMMIT AVE COOK	95	904122	MARKET DELIVERY	50000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	149283-FTSNGPL	4/1/2018	3/31/2019		N	50000	0	n1
P	MQ	NICORGAS/NGPL LAWNDALE AVE COOK	95	4132	MARKET DELIVERY	50000	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	50000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FTS	149458-FTSNGPL	4/1/2018	3/31/2019		N	100000	0	n1
P	M2	ALLNCEPL/NGPL JOLIET #1 GRUNDY	95	37207	IOWA-ILLINOIS RECEIP	100000	0					
P	MQ	ATMOSEN/NGPL MULESHOE BAILEY	95	11433	PERMIAN RCPT & DELIV	30000	0					
P	MQ	ONEOKWES/NGPL  POTTER	95	11442	PERMIAN RCPT & DELIV	70000	0					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	FTS	146548-FTSNGPL	11/1/2016	3/31/2020		Y	41995	0	n1
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	41995	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	1407	0					
P	MQ	PGLC/NGPL OAKTON STREET COOK	95	904174	MARKET DELIVERY	40588	0					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	FTS	146606-FTSNGPL	5/1/2017	4/30/2020		Y	88265	0	n1
P	M2	ENBRIDGE/NGPL MAUD MILLER	95	3844	GULF COAST MAINLINE	88265	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	28238	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	10209	0					
P	MQ	PGLC/NGPL OAKTON STREET COOK	95	904174	MARKET DELIVERY	49818	0					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	FTS	146607-FTSNGPL	5/1/2017	4/30/2020		Y	54314	0	n1
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	54314	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	0	0					
P	MQ	NO SHORE/NGPL TONNE RD COOK	95	7866	MARKET DELIVERY	30312	0					
P	MQ	PGLC/KMIP	95	43393	MARKET DELIVERY	4314	0					
P	MQ	PGLC/NGPL OAKTON STREET COOK	95	904174	MARKET DELIVERY	19688	0					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	FTS	146608-FTSNGPL	5/1/2017	4/30/2020		Y	29681	0	n1
P	M2	CAMRICK/NGPL CAMRICK PLT BEAVER	95	901429	MIDCONTINENT RCPT &	29681	0					
P	MQ	PGLC/NGPL OAKTON STREET COOK	95	904174	MARKET DELIVERY	29681	0					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	FTS	146610-FTSNGPL	5/1/2017	4/30/2020		Y	32335	0	n1
P	M2	CAMRICK/NGPL CAMRICK PLT BEAVER	95	901429	MIDCONTINENT RCPT &	15255	0					
P	M2	EPNG/NGPL  MOORE	95	3251	MIDCONTINENT RCPT &	17080	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	17428	0					
P	MQ	PGLC/NGPL OAKTON STREET COOK	95	904174	MARKET DELIVERY	14907	0					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	FTS	146611-FTSNGPL	5/1/2017	4/30/2020		Y	41995	0	n1
P	M2	CAMRICK/NGPL CAMRICK PLT BEAVER	95	901429	MIDCONTINENT RCPT &	9504	0					
P	M2	EPNG/NGPL  MOORE	95	3251	MIDCONTINENT RCPT &	32491	0					
P	MQ	NO SHORE/NGPL GRAYSLAKE LAKE	95	900001	MARKET DELIVERY	32572	0					
P	MQ	PGLC/NGPL OAKTON STREET COOK	95	904174	MARKET DELIVERY	9423	0					
D	"TOWN OF CORNING,  IOWA"	43108521	N	FTS	146190-FTSNGPL	12/1/2016	11/30/2019		Y	250	0	n1
A	INTERSTATE MUNICIPAL GAS AGENCY	N										
P	MQ	CORNING/NGPL  ADAMS	95	900107	MARKET DELIVERY	250	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	250	0					
D	"TOWN OF LENOX, IOWA"	56451693	N	FTS	146410-FTSNGPL	12/1/2016	11/30/2019		N	500	0	n1
A	CLAYTON ENERGY	N										
P	MQ	LENOX/NGPL  ADAMS	95	900105	MARKET DELIVERY	500	0					
P	M2	NNG/NGPL  MILLS	95	900203	AMARILLO MAINLINE  R	500	0					
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	965177889	N	FTS	149492-FTSNGPL	4/1/2018	10/31/2020		N	13333	0	n1
P	MQ	AMUE/NGPL KINMUNDY PLANT FAYETTE	95	36779	MARKET DELIVERY	13333	0					
P	M2	ENBRIDGE/NGPL #2 PANOLA	95	41589	TEXOK RCPT & DELIVER	13333	0					
D	"TYLEX, INC."	103972881	N	FTS	130017	10/1/2003	10/31/2018		Y	3000	0	n1
P	MQ	AMER IL/NGPL HARRISON JACKSON	95	904881	MARKET DELIVERY	3000	0					
P	M2	EMP-EOIT/NGPL  CUSTER	95	903474	MIDCONTINENT RCPT &	3000	0					
D	"TYSON FOODS, INC."	6903702	N	FTS	146284-FTSNGPL	8/1/2016	7/31/2019		N	2500	0	n1
A	CONOCOPHILLIPS COMPANY	N										
P	M2	EMP-EOIT/NGPL REC BRYAN	95	906507	TEXOK RCPT & DELIVER	2500	0					
P	M2	ETP/NGPL BECKVILLE PANOLA	95	3352	TEXOK RCPT & DELIVER	0	0					
P	MQ	GATEWAY/NGPL TYSON MILLER	95	11186	MARKET DELIVERY	2500	0					
D	"UNION ELECTRIC COMPANY, D/B/A/ AMEREN MISSOURI"	6968655	N	FTS	145382-FTSNGPL	11/1/2015	10/31/2018		N	200	0	n1
P	MQ	AMUE    /NGPL     FISK	95	900186	MARKET DELIVERY	50	0					
P	MQ	AMUE    /NGPL     LUTESVILLE	95	900184	MARKET DELIVERY	150	0					
P	M2	CIG/NGPL FORGAN BEAVER	95	905207	MIDCONTINENT RCPT &	200	0					
D	"UNION ELECTRIC COMPANY, D/B/A/ AMEREN MISSOURI"	6968655	N	FTS	145429-FTSNGPL	11/1/2015	3/31/2019		N	0	0	n1
P	MQ	AMUE    /NGPL     FISK	95	900186	MARKET DELIVERY	0	0					
P	MQ	AMUE    /NGPL     LUTESVILLE	95	900184	MARKET DELIVERY	0	0					
P	M2	BTA ETG/NGPL EAST TEXAS GATHERING N	95	45310	TEXOK RCPT & DELIVER	0	0					
D	"UNION ELECTRIC COMPANY, D/B/A/ AMEREN MISSOURI"	6968655	N	FTS	147828-FTSNGPL	11/1/2017	10/31/2020		Y	10000	0	n1
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	10000	0					
P	MQ	NICORGAS/NGPL LAWNDALE AVE COOK	95	4132	MARKET DELIVERY	10000	0					
D	"UNION ELECTRIC COMPANY, D/B/A/ AMEREN MISSOURI"	6968655	N	FTS	147829-FTSNGPL	11/1/2017	10/31/2020		Y	40000	0	n1
P	MQ	AMUE/NGPL GOOSE CREEK POWER PLT PIA	95	40250	MARKET DELIVERY	6000	0					
P	MQ	AMUE/NGPL KINMUNDY PLANT FAYETTE	95	36779	MARKET DELIVERY	11000	0					
P	MQ	AMUE/NGPL PICKNEYVILLE PERRY	95	36880	MARKET DELIVERY	23000	0					
P	M2	ENBRIDGE/NGPL #2 PANOLA	95	41589	TEXOK RCPT & DELIVER	40000	0					
D	"UNION ELECTRIC COMPANY, D/B/A/ AMEREN MISSOURI"	6968655	N	FTS	148019-FTSNGPL	11/1/2017	10/31/2020		Y	10000	0	n1
P	MQ	AMUE/NGPL GOOSE CREEK POWER PLT PIA	95	40250	MARKET DELIVERY	10000	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	10000	0					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FTS	149382-FTSNGPL	4/1/2018	3/31/2020		N	13110	0	n1
P	M2	ATMOS-TX/NGPL PYOTE WARD	95	47662	PERMIAN RCPT & DELIV	6555	0					
P	MQ	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	13110	0					
P	M2	WWM WAHA/NGPL WAHA CONNECTOR WARD	95	49574	PERMIAN RCPT & DELIV	6555	0					
D	"UNITED ENERGY TRADING, LLC"	119162860	N	FTS	149457-FTSNGPL	4/1/2018	10/31/2018		N	4000	0	n1
P	M2	CIG/NGPL FORGAN BEAVER	95	905207	MIDCONTINENT RCPT &	4000	0					
P	MQ	HOLLY EP/NGPL CUST TRANS EDDY	95	44836	PERMIAN RCPT & DELIV	4000	0					
D	UNITED STATES GYPSUM COMPANY	5212600	N	FTS	146820-FTSNGPL	1/1/2017	12/31/2019		N	2500	0	n1
A	"CIMA ENERGY, LP"	N										
P	M2	EMP-EOIT/NGPL CORN WASHITA	95	5383	MIDCONTINENT RCPT &	2500	0					
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	1400	0					
P	MQ	NIPSCO/NGPL NORTH HAYDEN KANKAKEE	95	900130	MARKET DELIVERY	1100	0					
D	VALERO REFINING COMPANY - OKLAHOMA	789875010	N	FTS	146458-FTSNGPL	12/1/2016	11/30/2019		N	11000	0	n1
A	TENASKA MARKETING VENTURES	N										
P	M2	EMP-EOIT/NGPL REC BRYAN	95	906507	TEXOK RCPT & DELIVER	11000	0					
P	MQ	VALERO R/NGPL  CARTER	95	3952	TEXOK RCPT & DELIVER	11000	0					
D	"VILLAGE OF BETHANY, ILLINOIS"	79145090	N	FTS	146397-FTSNGPL	12/1/2016	11/30/2019		Y	300	0	n1
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC"	N										
P	MQ	BETHANY/NGPL  MOULTRIE	95	154	MARKET DELIVERY	300	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	300	0					
D	"WGL MIDSTREAM, INC."	961889784	N	FTS	147830-FTSNGPL	4/1/2018	10/31/2018		N	10000	0	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	FGT/NGPL  VERMILION	95	7936	LOUISIANA RCPT & DEL	5000	0					
P	MQ	SABPL/NGPL HENRY HUB VERMILION	95	3592	LOUISIANA RCPT & DEL	5000	0					
P	M2	TRES PAL/NGPL TRES PALACIOS STORAGE	95	44657	SOUTH TEXAS RCPT & D	10000	0					
D	"WGL MIDSTREAM, INC."	961889784	N	FTS	149246-FTSNGPL	4/1/2018	10/31/2018		N	20000	0	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	M2	CIG/NGPL FORGAN BEAVER	95	905207	MIDCONTINENT RCPT &	10000	0					
P	MQ	NIPSCO/NGPL LANSING COOK	95	4187	MARKET DELIVERY	20000	0					
P	M2	ONEOKGT/NGPL  WOODWARD	95	3000	MIDCONTINENT RCPT &	10000	0					
D	WISCONSIN ELECTRIC POWER COMPANY	7947385	N	FTS	145851-FTSNGPL	4/1/2016	3/31/2019		Y	15000	0	n1
P	M2	ADPARO/NGPL ROCKY WASHITA	95	42720	MIDCONTINENT RCPT &	6500	0					
P	M2	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	250	0					
P	M2	ONEOKFS/NGPL  CUSTER	95	5388	MIDCONTINENT RCPT &	5000	0					
P	M2	WILL MLP/NGPL LUCILLE #3-34 CADDO	95	43508	MIDCONTINENT RCPT &	3250	0					
P	MQ	WISC ELE/NGPL  KENOSHA	95	907112	MARKET DELIVERY	14500	0					
P	MQ	WISC ELE/NGPL GENOA CITY #1 MC HENR	95	900008	MARKET DELIVERY	500	0					
D	WISCONSIN ELECTRIC POWER COMPANY	7947385	N	FTS	146103-FTSNGPL	4/1/2016	3/31/2019		Y	3915	0	n1
P	M2	DCP OPER/NGPL LA GLORIA JIM WELLS	95	900439	SOUTH TEXAS RCPT & D	0	0					
P	M2	KMTEJAS/NGPL #2 JIM HOGG	95	3107	SOUTH TEXAS RCPT & D	0	0					
P	M2	STINGRAY/NGPL  CAMERON	95	5433	LOUISIANA RCPT & DEL	3915	0					
P	MQ	WISC ELE/NGPL  KENOSHA	95	907112	MARKET DELIVERY	3915	0					
D	"WTG GAS MARKETING, INC."	179577689	N	FTS	149152-FTSNGPL	12/1/2017	11/30/2018		N	200	0	n1
P	M2	CIG/NGPL FORGAN BEAVER	95	905207	MIDCONTINENT RCPT &	200	0					
P	MQ	WTG/NGPL STINNETT HUTCHINSON	95	903686	MIDCONTINENT RCPT &	200	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	FTSG	142351	11/1/2013	10/31/2018		N	1402	0	n1
P	MQ	BLK HILL/NGPL AVOCA CASS	95	900117	MARKET DELIVERY	107	0					
P	MQ	BLK HILL/NGPL MASSENA ADAMS	95	900106	MARKET DELIVERY	942	0					
P	MQ	BLK HILL/NGPL MURRAY CASS	95	900116	MARKET DELIVERY	176	0					
P	MQ	BLK HILL/NGPL OFFERLE EDWARDS	95	900125	MIDCONTINENT RCPT &	177	0					
P	M2	EPNG/NGPL  MOORE	95	3251	MIDCONTINENT RCPT &	1402	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	FTSG	146186-FTSGNGPL	12/1/2016	11/30/2019		N	125	0	n1
P	MQ	BLK HILL/NGPL AGENDA REPUBLIC	95	900121	MIDCONTINENT RCPT &	125	0					
P	M2	SSC GPL/NGPL  FORD	95	5418	MIDCONTINENT RCPT &	125	0					
D	"CENTERPOINT ENERGY ARKLA,  A DIV. OF CENTERPOINT ENERGY"	803838838	N	FTSG	146163-FTSGNGPL	12/1/2016	11/30/2019		N	174	0	n1
A	CENTERPOINT ENERGY ENTEX	N										
P	M2	ENBRIDGE/NGPL GOODRICH POLK	95	906298	TEXOK RCPT & DELIVER	174	0					
P	MQ	NGT/NGPL DOUGLASSVILLE CASS	95	900190	TEXOK RCPT & DELIVER	174	0					
D	CENTERPOINT ENERGY RESOURCES CORP.	6948210	N	FTSG	145936-FTSGNGPL	12/1/2015	3/31/2019		N	1100	0	n1
P	MQ	CNTRPT  /NGPL     EAST BERNARD	95	901154	SOUTH TEXAS RCPT & D	580	0					
P	MQ	CNTRPT/NGPL GLEN FLORA WHARTON	95	901151	SOUTH TEXAS RCPT & D	55	0					
P	MQ	CNTRPT/NGPL WESTON LAKES FORT BEND	95	6295	SOUTH TEXAS RCPT & D	465	0					
P	M2	ENTRPRSE/NGPL DEVERS LIBERTY	95	900546	TEXOK RCPT & DELIVER	500	0					
P	M2	KMTEJAS/NGPL  NUECES	95	3886	SOUTH TEXAS RCPT & D	600	0					
D	"CITY OF FROHNA, MISSOURI"	45682564	N	FTSG	146188-FTSGNGPL	12/1/2016	11/30/2019		N	425	0	n1
A	UTILITY GAS MANAGEMENT	N										
P	MQ	FROHNA/NGPL  PERRY	95	900180	MARKET DELIVERY	425	0					
P	M2	STINGRAY/NGPL  CAMERON	95	5433	LOUISIANA RCPT & DEL	425	0					
D	"CITY OF GRAND TOWER, ILLINOIS"	41161019	N	FTSG	146189-FTSGNGPL	12/1/2016	11/30/2019		N	430	0	n1
A	UTILITY GAS MANAGEMENT	N										
P	MQ	GR TOWER/NGPL  JACKSON	95	900179	MARKET DELIVERY	430	0					
P	M2	STINGRAY/NGPL  CAMERON	95	5433	LOUISIANA RCPT & DEL	430	0					
D	"CITY OF LORIMOR, IOWA"	964876049	N	FTSG	146411-FTSGNGPL	12/1/2016	11/30/2019		N	319	0	n1
A	CLAYTON ENERGY	N										
P	MQ	LORIMOR/NGPL  MADISON	95	900099	MARKET DELIVERY	319	0					
P	M2	NNG/NGPL  MILLS	95	900203	AMARILLO MAINLINE  R	319	0					
D	"CITY OF MARIETTA, TEXAS"	2528	N	FTSG	147427-FTSGNGPL	12/1/2017	11/30/2020		N	579	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	ENBRIDGE/NGPL GOODRICH POLK	95	906298	TEXOK RCPT & DELIVER	579	0					
P	MQ	MARIETTA/NGPL MARIETTA CASS	95	900189	TEXOK RCPT & DELIVER	579	0					
D	"CITY OF NASHVILLE, ILLINOIS"	137352332	N	FTSG	146626-FTSGNGPL	12/1/2016	11/30/2019		N	3175	0	n1
A	"CENTERPOINT ENERGY SERVICES,  INC."	N										
P	M2	DCP OPER/NGPL LA GLORIA JIM WELLS	95	900439	SOUTH TEXAS RCPT & D	2175	0					
P	M2	EGT/NGPL  HOT SPRING	95	903853	GULF COAST MAINLINE	1000	0					
P	MQ	NASHVILL/NGPL  WASHINGTON	95	900172	MARKET DELIVERY	3175	0					
D	"CITY OF PERRYVILLE, MISSOURI"	77134328	N	FTSG	146193-FTSGNGPL	12/1/2016	11/30/2019		Y	4975	0	n1
A	INTERSTATE MUNICIPAL GAS AGENCY	N										
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	4975	0					
P	MQ	PERRYVLL/NGPL  CAPE GIRARDEAU	95	900181	MARKET DELIVERY	4975	0					
D	"CITY OF PINCKNEYVILLE, ILLINOIS"	37350022	N	FTSG	146195-FTSGNGPL	12/1/2016	11/30/2019		Y	3000	0	n1
A	INTERSTATE MUNICIPAL GAS AGENCY	N										
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	3000	0					
P	MQ	PICKNEY/NGPL  PERRY	95	900175	MARKET DELIVERY	3000	0					
D	"CITY OF SALEM, ILLINOIS"	71954374	N	FTSG	145315-FTSGNGPL	12/1/2015	11/30/2018		N	3500	0	x8/n1
A	UTILITY GAS MANAGEMENT	N										
P	MQ	SALEM/NGPL  CLINTON	95	167	MARKET DELIVERY	3500	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	3500	0					
D	CITY OF SPEARVILLE KANSAS	8980968	N	FTSG	146198-FTSGNGPL	12/1/2016	11/30/2019		N	550	0	n1
A	KANSAS MUNICIPAL GAS AGENCY	N										
P	M2	DCP OPER/NGPL CHITWOOD PLT GRADY	95	901458	MIDCONTINENT RCPT &	550	0					
P	MQ	SPEARVIL/NGPL  FORD	95	900126	MIDCONTINENT RCPT &	550	0					
D	"CITY OF SULLIVAN, ILLINOIS"	79144218	N	FTSG	146274-FTSGNGPL	12/1/2016	11/30/2019		Y	5000	0	n1
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC"	N										
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	5000	0					
P	MQ	SULLIVAN/NGPL  MOULTRIE	95	900155	MARKET DELIVERY	5000	0					
D	"KANSAS GAS SERVICE, A DIVISION OF ONE GAS, INC."	79254828	N	FTSG	146199-FTSGNGPL	12/1/2016	11/30/2019		N	560	0	n1
P	MQ	KGS/NGPL GLASCO CLOUD	95	900122	MIDCONTINENT RCPT &	560	0					
P	M2	SSC GPL/NGPL  FORD	95	5418	MIDCONTINENT RCPT &	560	0					
D	LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP.	78314967	N	FTSG	146681-FTSGNGPL	3/1/2017	2/29/2020		N	5000	0	n1
A	"CENTERPOINT ENERGY SERVICES,  INC."	N										
P	M2	CIMAREX/NGPL OAKDALE #1 KIOWA	95	10849	MIDCONTINENT RCPT &	1000	0					
P	M2	DCP OPER/NGPL  CADDO	95	3661	MIDCONTINENT RCPT &	4000	0					
P	MQ	LIBERTY/NGPL ST ELMO EFFINGHAM	95	900161	MARKET DELIVERY	5000	0					
D	LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP.	78314967	N	FTSG	146682-FTSGNGPL	3/1/2017	2/29/2020		N	4550	0	n1
A	"CENTERPOINT ENERGY SERVICES,  INC."	N										
P	M2	DCP OPER/NGPL  CADDO	95	3661	MIDCONTINENT RCPT &	4550	0					
P	MQ	LIBERTY/NGPL VANDALIA FAYETTE	95	900162	MARKET DELIVERY	4550	0					
D	"MIDWEST ENERGY, INC."	42379594	N	FTSG	146346-FTSGNGPL	12/1/2016	11/30/2021		N	807	0	n1
P	M2	EPNG/NGPL JAL LEA	95	3083	PERMIAN RCPT & DELIV	807	0					
P	MQ	MWE/NGPL WILSON ELLSWORTH	95	900123	MIDCONTINENT RCPT &	807	0					
D	"MIDWEST ENERGY, INC."	42379594	N	FTSG	146347-FTSGNGPL	12/1/2016	11/30/2021		N	308	0	n1
P	M2	EMP-EOIT/NGPL  BECKHAM	95	5556	MIDCONTINENT RCPT &	308	0					
P	MQ	PAWNEE/NGPL MIDWEST ENERGY PAWNEE	95	900124	MIDCONTINENT RCPT &	308	0					
D	"TOWN OF BRIGHTON, IOWA"	195572409	N	FTSG	146425-FTSGNGPL	12/1/2016	11/30/2019		N	490	0	n1
A	CLAYTON ENERGY	N										
P	MQ	BRIGHTON/NGPL  WASHINGTON	95	900071	MARKET DELIVERY	490	0					
P	M2	ENBRIDGE/NGPL GOODRICH POLK	95	906298	TEXOK RCPT & DELIVER	83	0					
P	M2	NNG/NGPL  MILLS	95	900203	AMARILLO MAINLINE  R	65	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	342	0					
D	"TOWN OF CORN, OKLAHOMA"	51867984	N	FTSG	147699-FTSGNGPL	12/1/2017	11/30/2020		N	389	0	n1
A	"PRO SOLUTIONS, L.L.C."	N										
P	MQ	CORN/NGPL  WASHITA	95	900127	MIDCONTINENT RCPT &	389	0					
P	M2	DCP OPER/NGPL CHITWOOD PLT GRADY	95	901458	MIDCONTINENT RCPT &	194	0					
P	M2	TEX SW/NGPL  WASHITA	95	3695	MIDCONTINENT RCPT &	195	0					
D	"TOWN OF CORNING,  IOWA"	43108521	N	FTSG	146191-FTSGNGPL	12/1/2016	11/30/2019		Y	1800	0	n1
A	INTERSTATE MUNICIPAL GAS AGENCY	N										
P	MQ	CORNING/NGPL  ADAMS	95	900107	MARKET DELIVERY	1800	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	1800	0					
D	"TOWN OF LENOX, IOWA"	56451693	N	FTSG	146409-FTSGNGPL	12/1/2016	11/30/2019		N	3065	0	n1
A	CLAYTON ENERGY	N										
P	MQ	LENOX/NGPL  ADAMS	95	900105	MARKET DELIVERY	3065	0					
P	M2	NNG/NGPL  MILLS	95	900203	AMARILLO MAINLINE  R	3065	0					
D	"TOWN OF MONTEZUMA, IOWA"	80304694	N	FTSG	147653-FTSGNGPL	12/1/2017	11/30/2023		N	1743	0	n1
A	HALL ENGINEERING COMPANY	N										
P	MQ	MONTEZUM/NGPL MONTEZUMA MAHASKA	95	900079	MARKET DELIVERY	1743	0					
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	1743	0					
D	"TOWN OF WELLMAN, IOWA"	1694918	N	FTSG	147428-FTSGNGPL	12/1/2017	11/30/2020		N	828	0	n1
A	CLAYTON ENERGY	N										
P	M2	TPC/NGPL  GAGE	95	902900	AMARILLO MAINLINE  R	828	0					
P	MQ	WELLMAN/NGPL  WASHINGTON	95	900072	MARKET DELIVERY	828	0					
D	"UNION ELECTRIC COMPANY, D/B/A/ AMEREN MISSOURI"	6968655	N	FTSG	145381-FTSGNGPL	11/1/2015	10/31/2018		N	2370	0	n1
