H	"TENNESSEE GAS PIPELINE COMPANY, L.L.C."	C000020	4/2/2018	O	4/1/2018	T	T	Nara Houy 713-420-4430				
D	HOHENWALD  CITY OF	170502835	N	FS	2099-FSMATGP	9/1/1993	10/31/2020		N	0	55984	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1866					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	373					
D	"HOLLY SPRINGS, CITY OF"	170326441	N	FS	2058-FSPATGP	9/1/1993	10/31/2020		N	0	13362	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	95					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	89					
D	"HOLLY SPRINGS, CITY OF"	170326441	N	FS	2059-FSMATGP	9/1/1993	10/31/2020		N	0	117447	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	2405					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	783					
D	HOLYOKE GAS & ELEC DEPT  CITY OF	84650050	N	FS	2274-FSMATGP	8/1/1993	10/31/2019		N	0	303425	n1
A	"CONSOLIDATED EDISON ENERGY, INC."	N										
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	4731					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	2023					
D	HUMPHREYS COUNTY UTILITY DISTRICT	42937029	N	FS	2061-FSMATGP	9/1/1993	11/1/2021		N	0	165000	n1
A	CONOCOPHILLIPS COMPANY	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	3764					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1100					
D	HUMPHREYS COUNTY UTILITY DISTRICT	42937029	N	FS	2247-FSPATGP	9/1/1993	11/1/2021		N	0	4998	n1
A	CONOCOPHILLIPS COMPANY	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	36					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	33					
D	HUNTSVILLE UTILITIES GAS SYSTEM CITY OF	41561291	N	FS	1995-FSMATGP	9/1/1993	10/31/2019		N	0	331117	n1
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	4742					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	2207					
D	HUNTSVILLE UTILITIES GAS SYSTEM CITY OF	41561291	N	FS	1996-FSPATGP	9/1/1993	10/31/2019		N	0	826687	n1
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	5539					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	5511					
D	IUKA MISSISSIPPI CITY OF	43172717	N	FS	1997-FSPATGP	9/1/1993	10/31/2020		N	0	63000	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	420					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	420					
D	JAMESTOWN NATURAL GAS SYSTEM	9069246	N	FS	3986-FSMATGP	11/1/1993	11/1/2020		N	0	102554	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	760					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	684					
D	JAMESTOWN NATURAL GAS SYSTEM	9069246	N	FS	4012-FSPATGP	11/1/1993	11/1/2020		N	0	23751	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	164					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	158					
D	JEFFERSON-COCKE COUNTY PUBLIC UTILITY DISTRICT	42454165	N	FS	3952-FSMATGP	11/1/1993	10/31/2025		N	0	278031	n1
A	CH4 CONCEPTS LLC	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	2526					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1854					
D	JEFFERSON-COCKE COUNTY PUBLIC UTILITY DISTRICT	42454165	N	FS	4032-FSPATGP	11/1/1993	10/31/2025		N	0	64391	n1
A	CH4 CONCEPTS LLC	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	544					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	429					
D	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	53106352	N	FS	62829-FSMATGP	11/1/2006	10/31/2019		N	0	468180	n1
A	BOSTON GAS COMPANY D/B/A/ NATIONAL GRID	N										
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	5202					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	3121					
D	KNOXVILLE UTILITIES BOARD	3387560	N	FS	2014-FSPATGP	9/1/1993	10/31/2020		N	0	3325920	n1
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	39417					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	22173					
D	LENOIR CITY UTILITIES BOARD	9690264	N	FS	3955-FSMATGP	11/1/1993	11/1/2020		N	0	92410	n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	684					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	616					
D	LENOIR CITY UTILITIES BOARD	9690264	N	FS	4015-FSPATGP	11/1/1993	11/1/2020		N	0	21402	n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	148					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	143					
D	LEXINGTON GAS SYSTEM	126822733	N	FS	2071-FSMATGP	9/1/1993	10/31/2020		N	0	228626	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	6541					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1524					
D	LINDEN  CITY OF	15093065	N	FS	2072-FSMATGP	9/1/1993	10/31/2022		N	0	24218	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	644					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	161					
D	LIVINGSTON GAS SYSTEM	78228491	N	FS	3957-FSMATGP	11/1/1993	11/1/2020		N	0	56624	n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	514					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	377					
D	LIVINGSTON GAS SYSTEM	78228491	N	FS	19486-FSPATGP	5/1/1997	10/31/2020		N	0	18000	n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	300					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	120					
D	LOBELVILLE  CITY OF	15109093	N	FS	2073-FSMATGP	9/1/1993	11/1/2020		N	0	12067	n1
A	UTILITY MANAGEMENT CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	307					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	80					
D	LOUDON UTILITIES GAS DEPARTMENT	84048800	N	FS	3987-FSMATGP	11/1/1993	12/1/2020		N	0	142609	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1056					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	951					
D	LOUDON UTILITIES GAS DEPARTMENT	84048800	N	FS	4018-FSPATGP	11/1/1993	12/1/2020		N	0	33028	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	227					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	220					
D	LOUDON UTILITIES GAS DEPARTMENT	84048800	N	FS	19524-FSPATGP	5/1/1997	3/31/2020		N	0	42000	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	700					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	280					
D	MADISONVILLE GAS SYSTEM	13445135	N	FS	3958-FSMATGP	11/1/1993	11/1/2020		N	0	53132	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	386					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	354					
D	MIDDLE TENNESSEE NATURAL GAS UTILITY DISTRICT	42938647	N	FS	2010-FSPATGP	9/1/1993	10/31/2022		N	0	600000	n1
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	5000					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	4000					
D	MIDDLE TENNESSEE NATURAL GAS UTILITY DISTRICT	42938647	N	FS	3961-FSMATGP	11/1/1993	10/31/2022		N	0	717008	n1
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	6411					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	4780					
D	MIDDLE TENNESSEE NATURAL GAS UTILITY DISTRICT	42938647	N	FS	4021-FSPATGP	11/1/1993	10/31/2022		N	0	157293	n1
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	1319					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	1049					
D	MIDDLE TENNESSEE NATURAL GAS UTILITY DISTRICT	42938647	N	FS	19537-FSPATGP	5/1/1997	10/31/2022		N	0	186480	n1
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	3108					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	1243					
D	MOREHEAD UTILITY PLANT BOARD	38905923	N	FS	2237-FSMATGP	9/1/1993	10/31/2019		N	0	62402	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1754					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	416					
D	MOULTON CITY OF	83745463	N	FS	1999-FSPATGP	9/1/1993	8/31/2019		N	0	24000	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	300					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	160					
D	MT PLEASANT GAS SYSTEM	794466813	N	FS	4022-FSPATGP	11/1/1993	11/1/2020		N	0	13114	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	89					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	87					
D	MT PLEASANT GAS SYSTEM	794466813	N	FS	4411-FSMATGP	11/1/1993	11/1/2020		N	0	56624	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	411					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	377					
D	NATURAL GAS UTILITY DISTRICT OF HAWKINS COUNTY	63177844	N	FS	3946-FSMATGP	11/1/1993	10/31/2027		N	0	114340	n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1039					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	762					
D	NATURAL GAS UTILITY DISTRICT OF HAWKINS COUNTY	63177844	N	FS	4011-FSPATGP	11/1/1993	10/31/2027		N	0	26481	n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	250					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	177					
D	NATURAL GAS UTILITY DISTRICT OF HAWKINS COUNTY	63177844	N	FS	19570-FSPATGP	5/1/1997	10/31/2027		N	0	30000	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	500					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	200					
D	NEW ALBANY  CITY OF	73508350	N	FS	2097-FSMATGP	9/1/1993	11/1/2020		N	0	148620	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	4954					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	991					
D	NEW YORK STATE ELECTRIC AND GAS CORPORATION	41866497	N	FS	536-FSMATGP	9/1/1993	10/31/2021		N	0	879818	n1
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	9744					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	5865					
D	NJR ENERGY SERVICES COMPANY	25715165	N	FS	313060-FSMATGP	11/1/2015	4/30/2022		N	0	3834291	n1
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	26970					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	25562					
D	NJR ENERGY SERVICES COMPANY	25715165	N	FS	35361-FSMATGP	11/1/2000	3/31/2021		N	0	1189997	n1
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	12000					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	7933					
D	NJR ENERGY SERVICES COMPANY	25715165	N	FS	47937-FSPATGP	11/1/2005	3/31/2023		N	0	4410610	n1
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	43643					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	29404					
D	NORTH ALABAMA GAS DISTRICT	61141453	N	FS	2000-FSPATGP	9/1/1993	10/31/2020		N	0	94299	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	636					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	629					
D	NORTH ALABAMA GAS DISTRICT	61141453	N	FS	2001-FSMATGP	9/1/1993	10/31/2020		N	0	83328	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1193					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	556					
D	NORTH ALABAMA GAS DISTRICT	61141453	N	FS	75405-FSPATGP	11/1/2009	10/31/2020		N	0	24000	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	300					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	160					
D	"NORTHERN UTILITIES, INC."	49286305	N	FS	5195-FSMATGP	11/1/1993	3/31/2020		N	0	259337	n1
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	4243					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	1729					
D	NSTAR GAS COMPANY	75345678	N	FS	526-FSMATGP	9/1/1993	10/31/2021		N	0	1255060	n1
A	"DIRECT ENERGY BUSINESS MARKETING, LLC"	N										
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	20777					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	8367					
D	OAK RIDGE UTILITY DISTRICT	41152174	N	FS	3972-FSMATGP	11/1/1993	11/1/2020		N	0	212225	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1542					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1415					
D	OLIN CORPORATION	556284792	N	FS	19499-FSPATGP	5/1/1997	10/31/2020		N	0	9000	n1
A	"ATMOS ENERGY MARKETING, LLC"	N										
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	150					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	60					
D	OLIVE HILL  CITY OF	132086729	N	FS	2360-FSMATGP	9/1/1993	10/31/2020		N	0	17563	n1
A	PUBLIC ENERGY AUTHORITY OF KENTUCKY	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	360					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	117					
D	ORANGE AND ROCKLAND UTILITIES INC.	6993406	N	FS	1974-FSMATGP	9/1/1993	10/31/2023		N	0	5415599	n1
A	CONSOLIDATED EDISON CO OF NEW YORK INC	N										
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	59265					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	36104					
D	"PARSONS, CITY OF"	166182048	N	FS	2143-FSPATGP	9/1/1993	10/31/2020		N	0	46813	n1
A	"D2 ENERGY, LLC"	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	333					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	312					
D	"PARSONS, CITY OF"	166182048	N	FS	2144-FSMATGP	9/1/1993	10/31/2020		N	0	35852	n1
A	"D2 ENERGY, LLC"	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	734					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	239					
D	PIEDMONT NATURAL GAS COMPANY INC	6996219	N	FS	2400-FSPATGP	9/1/1993	4/30/2019		N	0	672091	n1
A	EMERA ENERGY SERVICES INC.	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	6190					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	4481					
D	PIEDMONT NATURAL GAS COMPANY INC	6996219	N	FS	6815-FSMATGP	5/1/1994	4/30/2019		N	0	2901943	n1
A	EMERA ENERGY SERVICES INC.	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	50798					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	19346					
D	PIKE NATURAL GAS CO	8930703	N	FS	1929-FSMATGP	9/1/1993	10/31/2020		N	0	181730	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	3751					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	1212					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	FS	8703-FSMATGP	11/1/1994	3/31/2023		N	0	100485	n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	1014					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	670					
D	"PONTOTOC  MISSISSIPPI, CITY OF"	55058721	N	FS	2078-FSMATGP	9/1/1993	11/1/2020		N	0	151588	n1
A	UTILITY MANAGEMENT CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	4136					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1011					
D	"PORTLAND, TENNESSEE  CITY OF"	95676524	N	FS	2079-FSMATGP	9/1/1993	10/31/2019		N	0	83690	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1714					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	558					
D	"PORTLAND, TENNESSEE  CITY OF"	95676524	N	FS	2248-FSPATGP	9/1/1993	10/31/2019		N	0	131958	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	938					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	880					
D	POWELL CLINCH GAS UTILITY DISTRICT	63180665	N	FS	3973-FSMATGP	11/1/1993	10/31/2025		N	0	182371	n1
A	CH4 CONCEPTS LLC	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1658					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1216					
D	POWELL CLINCH GAS UTILITY DISTRICT	63180665	N	FS	4023-FSPATGP	11/1/1993	10/31/2025		N	0	42237	n1
A	CH4 CONCEPTS LLC	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	356					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	282					
D	PROVENCAL  VILLAGE OF	52030111	N	FS	2133-FSMATGP	9/1/1993	11/1/2020		N	0	5934	n1
A	"ELIZABETH NATURAL GAS, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	197					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	40					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	FS	63400-FSMATGP	12/1/2006	11/30/2021		N	0	8583300	n1
P	WR	STORAGE - NORTHERN	95	460018	ZONE 4	0	108722					
P	IJ	STORAGE - NORTHERN	95	460018	ZONE 4	0	57222					
D	"RIDGETOP NATURAL GAS, CITY OF"	16667289	N	FS	2080-FSMATGP	9/1/1993	11/1/2020		N	0	8644	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	223					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	58					
D	RIPLEY  CITY OF	99181679	N	FS	2081-FSMATGP	9/1/1993	10/31/2020		N	0	131411	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	3064					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	876					
D	ROANOKE GAS COMPANY	7941669	N	FS	3974-FSMATGP	11/1/1993	10/31/2022		N	0	134603	n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	978					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	897					
D	ROCKWOOD WATER SEWER & GAS	20298555	N	FS	3982-FSMATGP	11/1/1993	11/1/2020		N	0	107309	n1
A	"JAT OIL, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	795					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	715					
D	"RUSSELLVILLE, ALABAMA GAS BOARD CITY OF"	964447924	N	FS	2003-FSMATGP	9/1/1993	10/31/2020		N	0	32479	n1
A	"INTERCONN RESOURCES, LLC"	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	474					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	217					
D	"RUSSELLVILLE, ALABAMA GAS BOARD CITY OF"	964447924	N	FS	2004-FSPATGP	9/1/1993	10/31/2020		N	0	7522	n1
A	"INTERCONN RESOURCES, LLC"	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	54					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	50					
D	SAVANNAH  CITY OF	78236056	N	FS	2082-FSMATGP	9/1/1993	10/31/2020		N	0	84470	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1730					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	563					
D	SAVANNAH  CITY OF	78236056	N	FS	2262-FSPATGP	9/1/1993	10/31/2020		N	0	50530	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	359					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	337					
D	"SCOTTSVILLE, KY CITY OF"	26709980	N	FS	4588-FSMATGP	11/1/1993	10/31/2020		N	0	21150	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	142					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	141					
D	SELMER UTILITY DIVISION	792546996	N	FS	28275-FSPATGP	3/1/1999	10/31/2022		N	0	62400	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	416					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	416					
D	SENATOBIA  CITY OF	89545214	N	FS	2083-FSMATGP	9/1/1993	11/1/2020		N	0	135518	n1
A	UTILITY MANAGEMENT CORPORATION	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	3370					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	903					
D	SEVIER COUNTY UTILITY DISTRICT	92324482	N	FS	3975-FSMATGP	11/1/1993	10/31/2025		N	0	131691	n1
A	CH4 CONCEPTS LLC	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	1196					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	878					
D	SEVIER COUNTY UTILITY DISTRICT	92324482	N	FS	4026-FSPATGP	11/1/1993	10/31/2025		N	0	30500	n1
A	CH4 CONCEPTS LLC	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	258					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	203					
D	"SHEFFIELD, ALABAMA CITY OF"	626530513	N	FS	2005-FSMATGP	9/1/1993	10/31/2020		N	0	52355	n1
A	"INTERCONN RESOURCES, LLC"	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	750					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	349					
D	"SHEFFIELD, ALABAMA CITY OF"	626530513	N	FS	2057-FSPATGP	9/1/1993	10/31/2020		N	0	47225	n1
A	"INTERCONN RESOURCES, LLC"	N										
P	WR	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	319					
P	IJ	STORAGE - BEAR CREEK	95	460017	ZONE 1	0	315					
D	SHUQUALAK  TOWN OF	43541945	N	FS	2084-FSMATGP	9/1/1993	11/1/2020		N	0	1449	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	30					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	10					
D	SHUQUALAK  TOWN OF	43541945	N	FS	2085-FSPATGP	9/1/1993	11/1/2020		N	0	1733	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	12					
P	IJ	STORAGE - PORTLAND - PA	95	460020	ZONE 1	0	12					
D	"SOUTH PITTSBURG, CITY OF"	884850082	N	FS	3959-FSMATGP	11/1/1993	11/1/2027		N	0	109220	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	WR	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	991					
P	IJ	STORAGE - PORTLAND - MA	95	460025	ZONE 1	0	728					
D	"SOUTH PITTSBURG, CITY OF"	884850082	N	FS	4020-FSPATGP	11/1/1993	11/1/2027		N	0	25295	n1
