H	"GULF SOUTH PIPELINE COMPANY, LP"	C000591	2/13/2018	R	1/1/2018	T	T	NATALIE LAWRENCE 713-479-8208				
P	M2	DISCOVERY GAS TRANSMISSION	95	21805	SYSTEM 	5000	0					
P	MQ	TERREBONNE CONSOLD GOVT AGGREGATE	95	22562	SYSTEM 	5000	0					
D	"TEXAS EASTERN TRANSMISSION, LP"	7932908	N	FTS	38187	10/1/2010	9/30/2025		Y	75000	0	
P	M2	CASTOR STATION (FROM TET)	95	4551	SYSTEM 	75000	0					
P	MQ	WEST MONROE (TO TET)	95	3343	SYSTEM 	75000	0					
D	"TEXLA ENERGY MANAGEMENT, INC."	884961244	N	FSS-B	45975	4/1/2016	3/31/2018		N	0	1480333	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	11695					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	11695					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	21169					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	21169					
D	"THE CHEMOURS COMPANY FC, LLC"	79550093	N	FTS	45945	11/1/2016	10/31/2026		N	25000	0	
A	ACCENTURE LLP	N										
A	BP ENERGY COMPANY	N										
P	MQ	CHEMOURS DELISLE PLT (CENTERPOINT)	95	24300	SYSTEM 	25000	0					
P	M2	KILN (FROM TENN GAS)	95	2921	SYSTEM 	25000	0					
D	"TRANS LOUISIANA GAS PIPELINE, INC"	126445647	N	FSS-B	45971	4/1/2016	3/31/2018		N	0	401667	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	3173					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	3173					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	5744					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	5744					
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	965177889	N	FSS-B	45758	4/1/2016	3/31/2018		N	0	1000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	7900					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	7900					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	14300					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	14300					
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	965177889	N	FSS-P	47688	4/1/2017	3/31/2018		N	0	500000	
P	IJ	INJECTION TO STORAGE AT PPPP	95	50201	SYSTEM 	0	12500					
P	WR	WITHDRAWAL FROM STORAGE AT PPPP	95	50202	SYSTEM 	0	25000					
D	"TYSON FOODS, INC."	17457222	N	FTS	26433	7/1/1998	6/30/2018		N	1250	0	
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	DCP EAST TEXAS PLANT (LEGACY AREA 	95	22323	SYSTEM 	1250	0					
P	MQ	TYSON PLANT @ CENTER	95	15824	SYSTEM 	1250	0					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	45614	4/1/2016	3/31/2018		N	0	2000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	15800					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	15800					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	28600					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	28600					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	45757	4/1/2016	3/31/2018		N	0	1250000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	9875					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	9875					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	17875					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	17875					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	45976	4/1/2016	3/31/2018		N	0	1000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	7900					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	7900					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	14300					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	14300					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	47663	4/1/2017	3/31/2019		N	0	500000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	3950					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	3950					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	7150					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	7150					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	47669	4/1/2017	3/31/2019		N	0	1000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	7900					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	7900					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	14300					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	14300					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	47680	4/1/2017	3/31/2019		N	0	1000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	7900					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	7900					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	14300					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	14300					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	47721	4/1/2017	3/31/2019		N	0	250000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	1975					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	1975					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	3575					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	3575					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	FSS-B	48118	4/27/2017	3/31/2018		N	0	2000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	15800					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	15800					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	28600					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	28600					
D	UNITED STATES OF AMERICA FT POLK	88227590	N	FTS	42298	10/1/2014	9/30/2019		N	4200	0	
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	ERATH (FROM NGPL)	95	3260	SYSTEM 	2100	0					
P	M2	ERATH (FROM SEA ROBIN)	95	4708	SYSTEM 	2100	0					
P	MQ	FORT POLK AGGREGATE	95	20477	SYSTEM 	4200	0					
D	UNITED STATES OF AMERICA FT POLK	88227590	N	NNS	42301	10/1/2014	4/30/2023		N	800	0	
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	ERATH (FROM NGPL)	95	3260	SYSTEM 	200	0					
P	M2	ERATH (FROM SEA ROBIN)	95	4708	SYSTEM 	200	0					
P	MQ	FORT POLK AGGREGATE	95	20477	SYSTEM 	800	0					
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	160	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	240	0					
D	UTILITIES BOARD OF THE CITY OF DAPHNE	14578616	N	NNS	40073	4/1/2013	4/30/2023		N	1500	0	
A	SOUTHEAST GAS ACQUISITION & SUPPLY ASSOCIATION	N										
P	MQ	DAPHNE ALABAMA CITY GATE	95	21041	SYSTEM 	1500	0					
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	300	0					
P	M2	KILN (FROM TENN GAS)	95	2921	SYSTEM 	750	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	450	0					
D	"VALERO REFINING- NEW ORLEANS, LLC"	179313457	N	FTS	43798	4/1/2015	1/31/2018		N	60000	0	
A	"KOCH ENERGY SERVICES, LLC"	N										
P	MQ	MERAUX REFINERY VALERO	95	10676	SYSTEM 	5000	0					
P	M2	PERRYVILLE EXCHANGE POINT	95	23039	SYSTEM 	60000	0					
P	MQ	VALERO ST CHARLES AGGREGATE	95	23168	SYSTEM 	55000	0					
D	"VICKSBURG MISSISSIPPI, CITY OF"	77906725	N	NNS	36347	4/1/2009	4/30/2023		Y	10000	0	
A	UTILITY MANAGEMENT CORPORATION	N										
P	M2	ERATH (FROM SEA ROBIN)	95	4708	SYSTEM 	550	0					
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	2000	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	3000	0					
P	M2	VERNON FIELD CP #2	95	21459	SYSTEM 	4450	0					
P	MQ	VICKSBURG CITY GATE	95	8580	SYSTEM 	10000	0					
D	"VIRGINIA NATURAL GAS, INC."	150491314	N	FTS	34695	2/1/2008	1/31/2018		Y	15000	0	
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	DELHI (TO COLUMBIA GULF)	95	22106	SYSTEM 	15000	0					
P	M2	ENERGY TRANSFER - CARTHAGE (EXPANS	95	21922	SYSTEM 	15000	0					
D	"WALKER, CITY OF"	50753657	N	FTS-SCO	36302	4/1/2009	3/31/2019		N	1756	0	
A	BLACKBELT ENERGY	N										
P	M2	HENRY HUB (FROM SABINE)	95	10507	SYSTEM 	1756	0					
P	MQ	WALKER-LIVINGSTON ETAL CITY GATE	95	118	SYSTEM 	1756	0					
D	"WALKER, CITY OF"	50753657	N	NNS-SCO	36303	4/1/2009	4/30/2023		N	1040	0	
A	BLACKBELT ENERGY	N										
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	208	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	312	0					
P	MQ	WALKER-LIVINGSTON ETAL CITY GATE	95	118	SYSTEM 	1040	0					
P	M2	WAVELAND FIELD C.P. #1	95	2881	SYSTEM 	520	0					
D	WASHINGTON PARISH-GAS UTILITY DIST #1 OF	962958336	N	FTS-SCO	39515	4/1/2012	3/31/2014	1825	N	27	0	
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	KILN (FROM TENN GAS)	95	2921	SYSTEM 	27	0					
P	MQ	WASHINGTON PARISH WARDS 5/7 AGGREG	95	12587	SYSTEM 	27	0					
D	WASHINGTON PARISH-GAS UTILITY DIST #1 OF	962958336	N	NNS-SCO	39516	4/1/2012	3/31/2014	1825	N	342	0	
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	68	0					
P	M2	MARTINVILLE FIELD C.P. (FRM SIGCO)	95	9349	SYSTEM 	171	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	103	0					
P	MQ	WASHINGTON PARISH WARDS 5/7 AGGREG	95	12587	SYSTEM 	342	0					
D	"WASHINGTON, TOWN OF"	965209737	N	FTS-SCO	36305	4/1/2009	3/31/2019		N	660	0	
A	BLACKBELT ENERGY	N										
P	M2	HENRY HUB (FROM SABINE)	95	10507	SYSTEM 	660	0					
P	MQ	LMGA WASHINGTON AGGREGATE 05	95	10134	SYSTEM 	171	0					
P	MQ	LMGA WASHINGTON AGGREGATE 06	95	23417	SYSTEM 	489	0					
D	"WASHINGTON, TOWN OF"	965209737	N	NNS-SCO	36306	4/1/2009	4/30/2023		N	440	0	
A	BLACKBELT ENERGY	N										
P	M2	HENRY HUB (FROM SABINE)	95	10507	SYSTEM 	220	0					
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	88	0					
P	MQ	LMGA WASHINGTON AGGREGATE 05	95	10134	SYSTEM 	153	0					
P	MQ	LMGA WASHINGTON AGGREGATE 06	95	23417	SYSTEM 	287	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	132	0					
D	"WAVELAND MISSISSIPPI, CITY OF"	627279896	N	NNS-SCO	39184	12/1/2011	12/31/2014	1825	N	1000	0	
A	UTILITY MANAGEMENT CORPORATION	N										
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	200	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	300	0					
P	M2	VERNON FIELD CP #2	95	21459	SYSTEM 	500	0					
P	MQ	WAVELAND CITY GATE	95	2514	SYSTEM 	1000	0					
D	"WELLS FARGO COMMODITIES, LLC"	830798604	N	FSS-B	45599	4/1/2016	3/31/2018		N	0	2000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	15800					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	15800					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	28600					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	28600					
D	"WELLS FARGO COMMODITIES, LLC"	830798604	N	FSS-B	47661	4/1/2017	3/31/2019		N	0	1000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	7900					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	7900					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	14300					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	14300					
D	"WELLS FARGO COMMODITIES, LLC"	830798604	N	FSS-B	47670	4/1/2017	3/31/2019		N	0	1500000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	11850					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	11850					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	21450					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	21450					
D	"WELLS FARGO COMMODITIES, LLC"	830798604	N	FSS-B	47672	4/1/2017	3/31/2019		N	0	250000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	11850					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	11850					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	21450					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	21450					
D	"WELLS FARGO COMMODITIES, LLC"	830798604	N	FSS-B	47730	4/1/2017	3/31/2019		N	0	150000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	1185					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	1185					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	2145					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	2145					
D	"WELLS FARGO COMMODITIES, LLC"	830798604	N	FSS-B	47754	4/1/2017	3/31/2018		N	0	698000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	5514					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	5514					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	9981					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	9981					
D	"WELLS FARGO COMMODITIES, LLC"	830798604	N	FSS-B	48052	4/21/2017	3/31/2018		N	0	2000000	
P	IJ	BISTINEAU INJECTION	95	10401	SYSTEM 	0	15800					
P	IJ	BISTINEAU INJECTION EXPANSION	95	22806	SYSTEM 	0	15800					
P	WR	BISTINEAU WITHDRAWAL	95	10402	SYSTEM 	0	28600					
P	WR	BISTINEAU WITHDRAWAL EXPANSION	95	22807	SYSTEM 	0	28600					
D	"WESTLAKE, CITY OF"	73353518	N	FTS-SCO	36308	4/1/2009	3/31/2019		N	3419	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	BARLOW #1 WELL	95	21793	SYSTEM 	90	0					
P	M2	ERATH (FROM SEA ROBIN)	95	4708	SYSTEM 	2279	0					
P	M2	LA MINERALS COMMON POINT	95	21733	SYSTEM 	450	0					
P	M2	LOGANSPORT CP 1	95	22636	SYSTEM 	600	0					
P	MQ	WESTLAKE LA AGGREGATE	95	10135	SYSTEM 	3419	0					
D	"WESTLAKE, CITY OF"	73353518	N	NNS-SCO	36309	4/1/2009	3/31/2019		N	1600	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	ERATH (FROM SEA ROBIN)	95	4708	SYSTEM 	800	0					
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	320	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	480	0					
P	MQ	WESTLAKE AGGREGATE   LC24	95	23435	LAKE CHARLES 	6	0					
P	MQ	WESTLAKE LA AGGREGATE	95	10135	SYSTEM 	1594	0					
D	WILLMUT GAS & OIL CO	6964175	N	NNS	35221	4/1/2008	4/30/2023		Y	32010	0	
A	BP ENERGY COMPANY	N										
P	MQ	BRAXTON CITY GATE	95	2516	SYSTEM 	130	0					
P	MQ	COLLINS AGGREGATE SLN - WILLMUT	95	9962	SYSTEM 	3000	0					
P	MQ	D'LO AGGREGATE SLN - WILLMUT	95	9963	SYSTEM 	751	0					
P	MQ	EAST JACKSON AGGREGATE SLN - WILLM	95	9964	SYSTEM 	3500	0					
P	M2	HENRY HUB (FROM SABINE)	95	10507	SYSTEM 	12460	0					
P	M2	JACKSON NNS STORAGE WITHDRAWAL	95	23600	SYSTEM 	6402	0					
P	M2	LONGVIEW PLT (FROM ENBRIDGE)	95	11673	SYSTEM 	3545	0					
P	MQ	MAGEE AGGREGATE SLN - WILLMUT	95	9965	SYSTEM 	2599	0					
P	MQ	MENDENHALL AGGREGATE SLN - WILLMUT	95	9966	SYSTEM 	1600	0					
P	MQ	MT OLIVE AGGREGATE SLN - WILLMUT	95	9967	SYSTEM 	625	0					
P	MQ	SANFORD AGGREGATE SLN - WILLMUT	95	9968	SYSTEM 	80	0					
P	MQ	SEMINARY AGGREGATE SLN - WILLMUT	95	9969	SYSTEM 	425	0					
P	M2	STORAGE WITHDRW NNS-BISTINEAU	95	10755	SYSTEM 	9603	0					
P	MQ	WILLMUT HATTIESBURG AGGREGATE	95	9961	SYSTEM 	19300	0					
D	WILLMUT GAS COMPANY	13149	N	FSS-P	663	1/1/2015	8/31/2015	365	N	0	200000	
A	BP ENERGY COMPANY	N										
P	WR	GULF SOUTH PIPELINE HATTIESBURG DE	95	23110	SYSTEM 	0	20000					
P	WR	SOUTHCROSS HATTIESBURG DELIVERY	95	23109	SYSTEM 	0	20000					
P	IJ	SOUTHCROSS HATTIESBURG RECEIPT	95	23106	SYSTEM 	0	8000					
P	WR	TENNESSEE PETAL DELIVERY	95	109009	SYSTEM 	0	20000					
P	IJ	TENNESSEE PETAL RECEIPT	95	108009	SYSTEM 	0	8000					
P	WR	TRANSCO HATTIESBURG DELIVERY	95	23108	SYSTEM 	0	20000					
P	IJ	TRANSCO HATTIESBURG RECEIPT	95	23105	SYSTEM 	0	8000					
P	WR	WILLMUT/DUNN HATTIESBURG DELIVERY	95	23112	SYSTEM 	0	20000					
P	WR	WILLMUT/LAKEVIEW HATTIESBURG DELIV	95	23111	SYSTEM 	0	20000					
F	1	"AGREEMENT NOT EXECUTED BY SHIPPER.  ITS ORIGINAL FSS AGREEMENT WITH HATTIESBURG INDUSTRIAL SALES, L.L.C. PROVIDED FOR TRANSFER BY EITHER PARTY TO ITS CREDITWORTHY AFFILIATE WITHOUT APPROVAL OF THE OTHER PARTY."										
