H	Northern Natural Gas Company	C000060	4/2/2018	O	4/1/2018	B	B	Laura Demman (402) 398-7278				
P	MQ	UEHLING NE #1	95	3942	Market	30	0					
P	MQ	VALLEY NE #1A	95	3944	Market	210	0					
P	MQ	WATERLOO NE #1	95	3945	Market	109	0					
P	MQ	HOMER NE #1	95	35958	Market	70	0					
P	MQ	ROSALIE NE #1	95	35959	Market	27	0					
P	MQ	THURSTON NE #1	95	35960	Market	23	0					
P	MQ	WALTHILL NE #1	95	35961	Market	103	0					
P	MQ	WINNEBAGO NE #1	95	35962	Market	314	0					
P	MQ	HIGHLAND ESTATES NE #1	95	55209	Market	3500	0					
P	MQ	LAKEVIEW WALL LAKE IA	95	55884	Market	79	0					
P	MQ	FONDA IA #1	95	56209	Market	53	0					
P	MQ	EPWORTH TBS #1A (PEOPSTA IDSTR PARK)	95	59397	Market	308	0					
P	MQ	PIN OAKS IA #1	95	59978	Market	25	0					
P	MQ	GRETNA NE #2	95	78873	Market	484	0					
P	MQ	DUBUQUE IA #4	95	79020	Market	447	0					
P	MQ	BANCROFT LATERAL	95	79221	Market	11000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_1_12	110291	11/1/2018	10/31/2022		N	24426	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	24426	0					
P	MQ	ZONE D-BLACK HILLS	95	3044	Market	2500	0	yi1				
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	28297	0	yi1				
P	MQ	WEST POINT NE #1	95	1307	Market	630	0					
P	MQ	TEKAMAH NE #1	95	1369	Market	230	0					
P	MQ	CRAIG NE #1	95	1378	Market	34	0					
P	MQ	WAVERLY NE #1	95	1393	Market	295	0					
P	MQ	BEATRICE NE #1	95	1399	Market	2000	0					
P	MQ	BLAIR NE #1	95	1408	Market	302	0					
P	MQ	COLUMBUS NE #1	95	1411	Market	800	0					
P	MQ	MEAD NE #1	95	1448	Market	23	0					
P	MQ	NICKERSON NE #1	95	1454	Market	44	0					
P	MQ	OAKLAND NE #1	95	1458	Market	174	0					
P	MQ	ESTHERVILLE IA #1	95	2811	Market	1018	0					
P	MQ	FREDERICKSBURG IA #1	95	2815	Market	80	0					
P	MQ	NEW HAMPTON IA #1	95	2816	Market	200	0					
P	MQ	MAQUOKETA IA #1	95	2819	Market	632	0					
P	MQ	WAKEFIELD NE #1	95	2840	Market	1057	0					
P	MQ	WAYNE NE #1	95	2841	Market	2430	0					
P	MQ	HOOPER NE #1	95	3745	Market	126	0					
P	MQ	ANDREW IA #1	95	3751	Market	27	0					
P	MQ	BELLEVUE IA #1	95	3754	Market	121	0					
P	MQ	ARNOLDS PARK IA #1	95	3757	Market	839	0					
P	MQ	DELHI IA #1	95	3760	Market	38	0					
P	MQ	DYERSVILLE IA #1	95	3764	Market	308	0					
P	MQ	FARLEY IA #1	95	3770	Market	48	0					
P	MQ	FARNHAMVILLE IA #1	95	3771	Market	100	0					
P	MQ	FOSTORIA IA #1	95	3774	Market	27	0					
P	MQ	GOWRIE IA #1	95	3776	Market	100	0					
P	MQ	MANCHESTER IA #1	95	3796	Market	360	0					
P	MQ	MILES IA #1	95	3799	Market	24	0					
P	MQ	MONTICELLO IA #1	95	3802	Market	187	0					
P	MQ	PAULLINA IA #1	95	3808	Market	145	0					
P	MQ	POCAHONTAS IA #1	95	3810	Market	71	0					
P	MQ	PRIMGHAR IA #1	95	3811	Market	114	0					
P	MQ	ROYAL IA #1	95	3817	Market	50	0					
P	MQ	ST ANSGAR IA #1	95	3818	Market	300	0					
P	MQ	SUPERIOR IA #1	95	3824	Market	16	0					
P	MQ	TERRILL IA #1	95	3825	Market	48	0					
P	MQ	WALLINGFORD IA #1	95	3828	Market	26	0					
P	MQ	ASHLAND NE #1	95	3908	Market	296	0					
P	MQ	ASHLAND NE #3	95	3909	Market	12	0					
P	MQ	BANCROFT NE #1	95	3910	Market	65	0					
P	MQ	EAGLE NE #1	95	3912	Market	92	0					
P	MQ	EMERSON NE #1	95	3916	Market	91	0					
P	MQ	FONTANELLE NE #1	95	3918	Market	1	0					
P	MQ	JACKSON NE #1	95	3923	Market	21	0					
P	MQ	NORTH BEND NE #1A	95	3929	Market	53	0					
P	MQ	TECUMSEH NE #1	95	3941	Market	360	0					
P	MQ	UEHLING NE #1	95	3942	Market	30	0					
P	MQ	VALLEY NE #1A	95	3944	Market	210	0					
P	MQ	WATERLOO NE #1	95	3945	Market	109	0					
P	MQ	HOMER NE #1	95	35958	Market	70	0					
P	MQ	ROSALIE NE #1	95	35959	Market	27	0					
P	MQ	THURSTON NE #1	95	35960	Market	23	0					
P	MQ	WALTHILL NE #1	95	35961	Market	103	0					
P	MQ	WINNEBAGO NE #1	95	35962	Market	314	0					
P	MQ	HIGHLAND ESTATES NE #1	95	55209	Market	3500	0					
P	MQ	LAKEVIEW WALL LAKE IA	95	55884	Market	79	0					
P	MQ	FONDA IA #1	95	56209	Market	53	0					
P	MQ	EPWORTH TBS #1A (PEOPSTA IDSTR PARK)	95	59397	Market	308	0					
P	MQ	PIN OAKS IA #1	95	59978	Market	25	0					
P	MQ	GRETNA NE #2	95	78873	Market	484	0					
P	MQ	DUBUQUE IA #4	95	79020	Market	447	0					
P	MQ	BANCROFT LATERAL	95	79221	Market	11000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_1_12	110291	11/1/2022	10/31/2023		N	22926	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	22926	0					
P	MQ	ZONE D-BLACK HILLS	95	3044	Market	2500	0	yi1				
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	26797	0	yi1				
P	MQ	WEST POINT NE #1	95	1307	Market	630	0					
P	MQ	TEKAMAH NE #1	95	1369	Market	230	0					
P	MQ	CRAIG NE #1	95	1378	Market	34	0					
P	MQ	WAVERLY NE #1	95	1393	Market	295	0					
P	MQ	BEATRICE NE #1	95	1399	Market	2000	0					
P	MQ	BLAIR NE #1	95	1408	Market	302	0					
P	MQ	MEAD NE #1	95	1448	Market	23	0					
P	MQ	NICKERSON NE #1	95	1454	Market	44	0					
P	MQ	OAKLAND NE #1	95	1458	Market	174	0					
P	MQ	ESTHERVILLE IA #1	95	2811	Market	818	0					
P	MQ	FREDERICKSBURG IA #1	95	2815	Market	80	0					
P	MQ	NEW HAMPTON IA #1	95	2816	Market	200	0					
P	MQ	MAQUOKETA IA #1	95	2819	Market	632	0					
P	MQ	WAKEFIELD NE #1	95	2840	Market	907	0					
P	MQ	WAYNE NE #1	95	2841	Market	2080	0					
P	MQ	HOOPER NE #1	95	3745	Market	126	0					
P	MQ	ANDREW IA #1	95	3751	Market	27	0					
P	MQ	BELLEVUE IA #1	95	3754	Market	121	0					
P	MQ	ARNOLDS PARK IA #1	95	3757	Market	839	0					
P	MQ	DELHI IA #1	95	3760	Market	38	0					
P	MQ	DYERSVILLE IA #1	95	3764	Market	308	0					
P	MQ	FARLEY IA #1	95	3770	Market	48	0					
P	MQ	FARNHAMVILLE IA #1	95	3771	Market	100	0					
P	MQ	FOSTORIA IA #1	95	3774	Market	27	0					
P	MQ	GOWRIE IA #1	95	3776	Market	100	0					
P	MQ	MANCHESTER IA #1	95	3796	Market	360	0					
P	MQ	MILES IA #1	95	3799	Market	24	0					
P	MQ	MONTICELLO IA #1	95	3802	Market	187	0					
P	MQ	PAULLINA IA #1	95	3808	Market	145	0					
P	MQ	POCAHONTAS IA #1	95	3810	Market	71	0					
P	MQ	PRIMGHAR IA #1	95	3811	Market	114	0					
P	MQ	ROYAL IA #1	95	3817	Market	50	0					
P	MQ	ST ANSGAR IA #1	95	3818	Market	300	0					
P	MQ	SUPERIOR IA #1	95	3824	Market	16	0					
P	MQ	TERRILL IA #1	95	3825	Market	48	0					
P	MQ	WALLINGFORD IA #1	95	3828	Market	26	0					
P	MQ	ASHLAND NE #1	95	3908	Market	296	0					
P	MQ	ASHLAND NE #3	95	3909	Market	12	0					
P	MQ	BANCROFT NE #1	95	3910	Market	65	0					
P	MQ	EAGLE NE #1	95	3912	Market	92	0					
P	MQ	EMERSON NE #1	95	3916	Market	91	0					
P	MQ	FONTANELLE NE #1	95	3918	Market	1	0					
P	MQ	JACKSON NE #1	95	3923	Market	21	0					
P	MQ	NORTH BEND NE #1A	95	3929	Market	53	0					
P	MQ	TECUMSEH NE #1	95	3941	Market	360	0					
P	MQ	UEHLING NE #1	95	3942	Market	30	0					
P	MQ	VALLEY NE #1A	95	3944	Market	210	0					
P	MQ	WATERLOO NE #1	95	3945	Market	109	0					
P	MQ	HOMER NE #1	95	35958	Market	70	0					
P	MQ	ROSALIE NE #1	95	35959	Market	27	0					
P	MQ	THURSTON NE #1	95	35960	Market	23	0					
P	MQ	WALTHILL NE #1	95	35961	Market	103	0					
P	MQ	WINNEBAGO NE #1	95	35962	Market	314	0					
P	MQ	HIGHLAND ESTATES NE #1	95	55209	Market	3500	0					
P	MQ	LAKEVIEW WALL LAKE IA	95	55884	Market	79	0					
P	MQ	FONDA IA #1	95	56209	Market	53	0					
P	MQ	EPWORTH TBS #1A (PEOPSTA IDSTR PARK)	95	59397	Market	308	0					
P	MQ	PIN OAKS IA #1	95	59978	Market	25	0					
P	MQ	GRETNA NE #2	95	78873	Market	484	0					
P	MQ	DUBUQUE IA #4	95	79020	Market	447	0					
P	MQ	BANCROFT LATERAL	95	79221	Market	11000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_1_12	110291	11/1/2023	10/31/2024		N	11355	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	11355	0					
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	11355	0	yi1				
P	MQ	FREDERICKSBURG IA #1	95	2815	Market	80	0					
P	MQ	NEW HAMPTON IA #1	95	2816	Market	200	0					
P	MQ	ST ANSGAR IA #1	95	3818	Market	50	0					
P	MQ	PIN OAKS IA #1	95	59978	Market	25	0					
P	MQ	BANCROFT LATERAL	95	79221	Market	11000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_1_12	110291	11/1/2024	10/31/2026		N	11000	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	11000	0					
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	11000	0	yi1				
P	MQ	BANCROFT LATERAL	95	79221	Market	11000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_10_10	110291	2/1/2018	10/31/2018		N	67659	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	40198	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	6301	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	13529	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	7631	0					
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	56250	0	yi1				
P	MQ	COLUMBUS NE #1	95	1411	Market	4650	0					
P	MQ	COLUMBUS NE #2	95	1412	Market	350	0					
P	MQ	LINCOLN NE #1B	95	1446	Market	22500	0					
P	MQ	COUNCIL BLUFFS IA #1	95	2805	Market	17200	0					
P	MQ	SPENCER IA #1B	95	2808	Market	1750	0					
P	MQ	NEWTON IA #1	95	2809	Market	4000	0					
P	MQ	DENISON IA #1	95	2828	Market	1000	0					
P	MQ	SCHUYLER NE #1	95	2838	Market	2000	0					
P	MQ	ARNOLDS PARK IA #1	95	3757	Market	800	0					
P	MQ	PAPILLION NE #1B	95	25072	Market	2000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_10_10	110291	11/1/2018	10/31/2022		N	67659	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	40198	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	6301	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	13529	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	7631	0					
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	56250	0	yi1				
P	MQ	COLUMBUS NE #1	95	1411	Market	4650	0					
P	MQ	COLUMBUS NE #2	95	1412	Market	350	0					
P	MQ	LINCOLN NE #1B	95	1446	Market	22500	0					
P	MQ	COUNCIL BLUFFS IA #1	95	2805	Market	17200	0					
P	MQ	SPENCER IA #1B	95	2808	Market	1750	0					
P	MQ	NEWTON IA #1	95	2809	Market	4000	0					
P	MQ	DENISON IA #1	95	2828	Market	1000	0					
P	MQ	SCHUYLER NE #1	95	2838	Market	2000	0					
P	MQ	ARNOLDS PARK IA #1	95	3757	Market	800	0					
P	MQ	PAPILLION NE #1B	95	25072	Market	2000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_10_10	110291	11/1/2022	10/31/2023		N	67659	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	40198	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	6301	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	13529	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	7631	0					
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	56250	0	yi1				
P	MQ	COLUMBUS NE #1	95	1411	Market	4650	0					
P	MQ	COLUMBUS NE #2	95	1412	Market	350	0					
P	MQ	LINCOLN NE #1B	95	1446	Market	22500	0					
P	MQ	COUNCIL BLUFFS IA #1	95	2805	Market	17200	0					
P	MQ	SPENCER IA #1B	95	2808	Market	1750	0					
P	MQ	NEWTON IA #1	95	2809	Market	4000	0					
P	MQ	DENISON IA #1	95	2828	Market	1000	0					
P	MQ	SCHUYLER NE #1	95	2838	Market	2000	0					
P	MQ	ARNOLDS PARK IA #1	95	3757	Market	800	0					
P	MQ	PAPILLION NE #1B	95	25072	Market	2000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_11_3	110291	2/1/2018	10/31/2018		N	205848	0	k6/k7
P	M2	OGDEN DEF. DELIVERY	95	98	Market	21011	0					
P	M2	NBPL/NNG VENTURA	95	192	Market	88292	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	13925	0					
P	M2	TBPL/NNG BEATRICE	95	1318	Market	26155	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	13585	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	42880	0					
P	MQ	ZONE D-BLACK HILLS	95	3044	Market	31770	0	yi1				
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	167707	0	yi1				
P	MQ	WEST POINT NE #1	95	1307	Market	1204	0					
P	MQ	WILBER NE #1	95	1308	Market	441	0					
P	MQ	RISING CITY NE #1	95	1361	Market	110	0					
P	MQ	SEWARD NE #1	95	1363	Market	2121	0					
P	MQ	SHELBY NE #1	95	1364	Market	136	0					
P	MQ	COLUMBUS NE #3	95	1365	Market	11	0					
P	MQ	STAPLEHURST NE #1	95	1366	Market	101	0					
P	MQ	TEKAMAH NE #1	95	1369	Market	426	0					
P	MQ	ULYSSES NE #1	95	1372	Market	91	0					
P	MQ	CORTLAND NE #1	95	1374	Market	180	0					
P	MQ	CRAIG NE #1	95	1378	Market	53	0					
P	MQ	CRETE NE #1	95	1380	Market	1704	0					
P	MQ	WAVERLY NE #1	95	1393	Market	649	0					
P	MQ	ADAMS NE #1	95	1395	Market	161	0					
P	MQ	ARLINGTON NE #1	95	1397	Market	468	0					
P	MQ	BEE NE #1	95	1404	Market	83	0					
P	MQ	BEEMER NE #1	95	1406	Market	208	0					
P	MQ	BLAIR NE #1	95	1408	Market	2808	0					
P	MQ	CLATONIA NE #1	95	1409	Market	105	0					
P	MQ	COLUMBUS NE #1	95	1411	Market	3015	0					
P	MQ	COLUMBUS NE #2	95	1412	Market	1606	0					
P	MQ	DAVID CITY NE #1	95	1413	Market	253	0					
P	MQ	DE WITT NE #1	95	1422	Market	167	0					
P	MQ	DORCHESTER NE #1	95	1425	Market	220	0					
P	MQ	FRIEND NE #1	95	1426	Market	374	0					
P	MQ	GARRISON NE #1	95	1428	Market	21	0					
P	MQ	GREENWOOD NE #1	95	1431	Market	225	0					
P	MQ	HALLAM NE #1	95	1434	Market	65	0					
P	MQ	LINCOLN NE #1B	95	1446	Market	39798	0					
P	MQ	MEAD NE #1	95	1448	Market	173	0					
P	MQ	MILFORD NE #1	95	1451	Market	359	0					
P	MQ	MYNARD NE #1	95	1452	Market	20	0					
P	MQ	NICKERSON NE #1	95	1454	Market	101	0					
P	MQ	OAKLAND NE #1	95	1458	Market	63	0					
P	MQ	OSCEOLA NE #1	95	1461	Market	188	0					
P	MQ	PLYMOUTH NE #1	95	1465	Market	139	0					
P	MQ	COUNCIL BLUFFS IA #1	95	2805	Market	19907	0					
P	MQ	SPENCER IA #1B	95	2808	Market	4953	0					
P	MQ	NEWTON IA #1	95	2809	Market	5074	0					
P	MQ	ESTHERVILLE IA #1	95	2811	Market	1939	0					
P	MQ	SPIRIT LAKE IA #1	95	2812	Market	3720	0					
P	MQ	WEBSTER CITY IA #1	95	2813	Market	2696	0					
P	MQ	WAUKON IA #1	95	2814	Market	1088	0					
P	MQ	FREDERICKSBURG IA #1	95	2815	Market	228	0					
P	MQ	NEW HAMPTON IA #1	95	2816	Market	1696	0					
P	MQ	LUANA IA #1	95	2817	Market	67	0					
P	MQ	HOPKINTON IA #1	95	2818	Market	148	0					
P	MQ	MAQUOKETA IA #1	95	2819	Market	604	0					
P	MQ	DECORAH IA #1	95	2820	Market	1856	0					
P	MQ	CRESCO IA #1	95	2821	Market	1083	0					
P	MQ	POSTVILLE IA #1	95	2822	Market	463	0					
P	MQ	ARLINGTON IA #2	95	2823	Market	10	0					
P	MQ	FOREST CITY IA #1	95	2827	Market	1085	0					
P	MQ	DENISON IA #1	95	2828	Market	3335	0					
P	MQ	AUBURN NE #1	95	2830	Market	1733	0					
P	MQ	BELLEVUE NE #1	95	2831	Market	6253	0					
P	MQ	FAIRBURY NE #1	95	2832	Market	1411	0					
P	MQ	FORT CROOK NE #1	95	2833	Market	1538	0					
P	MQ	PAPILLION NE #1A	95	2836	Market	3053	0					
P	MQ	RALSTON NE #1B	95	2837	Market	1938	0					
P	MQ	SCHUYLER NE #1	95	2838	Market	276	0					
P	MQ	WAKEFIELD NE #1	95	2840	Market	574	0					
P	MQ	WAYNE NE #1	95	2841	Market	297	0					
P	MQ	WEEPING WATER NE #1	95	2842	Market	488	0					
P	MQ	FAIRBURY NE #2	95	3490	Market	12	0					
P	MQ	VALLEY NE #1B	95	3494	Market	50	0					
P	MQ	HOOPER NE #1	95	3745	Market	179	0					
P	MQ	ACKLEY IA #1	95	3747	Market	600	0					
P	MQ	ADAIR IA #1	95	3748	Market	251	0					
P	MQ	ANAMOSA IA #1	95	3749	Market	844	0					
P	MQ	ANAMOSA IA #1A	95	3750	Market	4	0					
P	MQ	ANDREW IA #1	95	3751	Market	27	0					
P	MQ	ANITA IA #1	95	3752	Market	324	0					
P	MQ	ARLINGTON IA #1	95	3753	Market	81	0					
P	MQ	BELLEVUE IA #1	95	3754	Market	293	0					
P	MQ	BOXHOLM IA #1	95	3755	Market	87	0					
P	MQ	CALMAR IA #1	95	3756	Market	303	0					
P	MQ	ARNOLDS PARK IA #1	95	3757	Market	489	0					
P	MQ	DAYTON IA #1	95	3759	Market	293	0					
P	MQ	DELHI IA #1	95	3760	Market	112	0					
P	MQ	DIKE IA #1	95	3761	Market	384	0					
P	MQ	DIKE IA #1A	95	3762	Market	42	0					
P	MQ	DYERSVILLE IA #1	95	3764	Market	1074	0					
P	MQ	EARLVILLE IA #1	95	3765	Market	164	0					
P	MQ	EDGEWOOD IA #1	95	3766	Market	270	0					
P	MQ	ELKADER IA #1	95	3767	Market	535	0					
P	MQ	EPWORTH IA #1	95	3768	Market	113	0					
P	MQ	FARLEY IA #1	95	3770	Market	196	0					
P	MQ	FARNHAMVILLE IA #1	95	3771	Market	149	0					
P	MQ	FAYETTE IA #1	95	3772	Market	238	0					
P	MQ	FERTILE IA #1	95	3773	Market	9	0					
P	MQ	FOSTORIA IA #1	95	3774	Market	67	0					
P	MQ	GLIDDEN IA #1	95	3775	Market	484	0					
P	MQ	GOWRIE IA #1	95	3776	Market	317	0					
P	MQ	GRAND JUNCTION IA #1	95	3777	Market	296	0					
P	MQ	GREENE IA #1	95	3779	Market	437	0					
P	MQ	GRUNDY CENTER IA #1	95	3781	Market	968	0					
P	MQ	GUTTENBURG IA #1	95	3782	Market	831	0					
P	MQ	HARCOURT IA #1	95	3784	Market	103	0					
P	MQ	HAWKEYE IA #1	95	3785	Market	142	0					
P	MQ	IONIA IA #1	95	3786	Market	20	0					
P	MQ	JOICE IA #1	95	3787	Market	66	0					
P	MQ	KELLOGG IA #1	95	3788	Market	167	0					
P	MQ	KLEMME IA #1	95	3789	Market	214	0					
P	MQ	LAKE MILLS IA #1	95	3790	Market	476	0					
P	MQ	LAMONT IA #1	95	3791	Market	150	0					
P	MQ	LANGWORTHY IA #1	95	3792	Market	10	0					
P	MQ	LAPORTE CITY IA #1	95	3793	Market	337	0					
P	MQ	LEHIGH IA #1	95	3794	Market	167	0					
P	MQ	MADRID IA #1	95	3795	Market	1075	0					
P	MQ	MANCHESTER IA #1	95	3796	Market	1089	0					
P	MQ	MARBLE ROCK IA #1	95	3797	Market	115	0					
P	MQ	MILFORD IA #1	95	3798	Market	1427	0					
P	MQ	MILES IA #1	95	3799	Market	35	0					
P	MQ	MITCHELL IA #1	95	3800	Market	74	0					
P	MQ	MONONA IA #1	95	3801	Market	421	0					
P	MQ	MONTICELLO IA #1	95	3802	Market	779	0					
P	MQ	OGDEN IA #1	95	3804	Market	708	0					
P	MQ	OGDEN IA #1A	95	3805	Market	70	0					
P	MQ	ONAWA IA #1	95	3806	Market	1022	0					
P	MQ	OSSIAN IA #1	95	3807	Market	218	0					
P	MQ	PAULLINA IA #1	95	3808	Market	518	0					
P	MQ	PILOT MOUND IA #1	95	3809	Market	68	0					
P	MQ	POCAHONTAS IA #1	95	3810	Market	600	0					
P	MQ	PRIMGHAR IA #1	95	3811	Market	265	0					
P	MQ	RALSTON IA #1	95	3812	Market	46	0					
P	MQ	READLYN IA #1	95	3813	Market	219	0					
P	MQ	RIDGEWAY IA #1	95	3814	Market	80	0					
P	MQ	RIPPEY IA #1	95	3815	Market	103	0					
P	MQ	ROCKFORD IA #1	95	3816	Market	256	0					
P	MQ	ROYAL IA #1	95	3817	Market	124	0					
P	MQ	ST ANSGAR IA #1	95	3818	Market	418	0					
P	MQ	SCRANTON IA #1	95	3819	Market	328	0					
P	MQ	STORY CITY IA #1	95	3821	Market	1038	0					
P	MQ	STRAWBERRY PT. IA #1	95	3822	Market	347	0					
P	MQ	SUMNER IA #1	95	3823	Market	582	0					
P	MQ	SUPERIOR IA #1	95	3824	Market	48	0					
P	MQ	TERRILL IA #1	95	3825	Market	131	0					
P	MQ	TRIPOLI IA #1	95	3826	Market	386	0					
P	MQ	VINCENT IA #1	95	3827	Market	64	0					
P	MQ	WALLINGFORD IA #1	95	3828	Market	67	0					
P	MQ	WEST UNION IA #1	95	3829	Market	700	0					
P	MQ	WOODWARD IA #1	95	3830	Market	377	0					
P	MQ	WORTHINGTON IA #1	95	3831	Market	77	0					
P	MQ	ASHLAND NE #1	95	3908	Market	617	0					
P	MQ	ASHLAND NE #3	95	3909	Market	234	0					
P	MQ	BANCROFT NE #1	95	3910	Market	166	0					
P	MQ	BLUE SPRINGS NE #1	95	3911	Market	178	0					
P	MQ	EAGLE NE #1	95	3912	Market	348	0					
P	MQ	ELMWOOD NE #1	95	3915	Market	277	0					
P	MQ	EMERSON NE #1	95	3916	Market	221	0					
P	MQ	ENDICOTT NE #1	95	3917	Market	77	0					
P	MQ	FONTANELLE NE #1	95	3918	Market	4	0					
P	MQ	HUMBOLDT NE #1	95	3922	Market	458	0					
P	MQ	JACKSON NE #1	95	3923	Market	51	0					
P	MQ	JOHNSON NE #1	95	3924	Market	165	0					
P	MQ	LOUISVILLE NE #1	95	3925	Market	402	0					
P	MQ	MANLEY NE #1	95	3926	Market	76	0					
P	MQ	MURDOCK NE #1	95	3927	Market	121	0					
P	MQ	NORTH BEND NE #1	95	3928	Market	95	0					
P	MQ	NORTH BEND NE #1A	95	3929	Market	151	0					
P	MQ	ODELL NE #1	95	3930	Market	152	0					
P	MQ	PALMYRA NE #1	95	3931	Market	162	0					
P	MQ	PAWNEE CITY NE #1	95	3933	Market	464	0					
P	MQ	PERU NE #1	95	3934	Market	488	0					
P	MQ	RALSTON NE #1	95	3935	Market	1610	0					
P	MQ	RALSTON NE #1A	95	3936	Market	755	0					
P	MQ	STERLING NE #1	95	3937	Market	235	0					
P	MQ	TABLE ROCK NE #1	95	3938	Market	141	0					
P	MQ	TECUMSEH NE #1	95	3941	Market	514	0					
P	MQ	UEHLING NE #1	95	3942	Market	91	0					
P	MQ	VALLEY NE #1	95	3943	Market	657	0					
P	MQ	VALLEY NE #1A	95	3944	Market	317	0					
P	MQ	WATERLOO NE #1	95	3945	Market	502	0					
P	MQ	WYMORE NE #1	95	3947	Market	720	0					
P	MQ	WOODWARD IA #2	95	15749	Market	125	0					
P	MQ	PAPILLION NE #1B	95	25072	Market	4094	0					
P	MQ	DUBUQUE IA #2	95	25075	Market	4	0					
P	MQ	LOUISVILLE NE 2	95	26020	Market	2	0					
P	MQ	HOMER NE #1	95	35958	Market	154	0					
P	MQ	ROSALIE NE #1	95	35959	Market	45	0					
P	MQ	THURSTON NE #1	95	35960	Market	41	0					
P	MQ	WALTHILL NE #1	95	35961	Market	144	0					
P	MQ	WINNEBAGO NE #1	95	35962	Market	45	0					
P	MQ	BENNET NE #1	95	49521	Market	192	0					
P	MQ	LA MOTTE/ZWINGLE IA #1	95	52642	Market	34	0					
P	MQ	BAXTER IA #1	95	52645	Market	73	0					
P	MQ	GARDEN CITY IA #1	95	52646	Market	42	0					
P	MQ	WOODLAND HILLS NE #1	95	52788	Market	39	0					
P	MQ	HIGHLAND ESTATES NE #1	95	55209	Market	67	0					
P	MQ	HICKMAN NE	95	55883	Market	262	0					
P	MQ	LAKEVIEW WALL LAKE IA	95	55884	Market	201	0					
P	MQ	AURORA IA #1	95	55885	Market	61	0					
P	MQ	LEWIS IA #1	95	55886	Market	139	0					
P	MQ	SPRINGVILLE IA	95	55887	Market	263	0					
P	MQ	LAWLER IA #1	95	55889	Market	84	0					
P	MQ	STANHOPE IA	95	55894	Market	144	0					
P	MQ	HAWAIIAN VILLAGE NE	95	56098	Market	217	0					
P	MQ	GARNAVILLO IA #1	95	56192	Market	185	0					
P	MQ	FONDA IA #1	95	56209	Market	132	0					
P	MQ	COPPER DOLLAR COVE NE #1	95	57557	Market	25	0					
P	MQ	LA PORTE CITY #1A(EAGLE CENTER)	95	57558	Market	30	0					
P	MQ	"SIDNEY,TABOR,HAM IA #1"	95	57740	Market	6	0					
P	MQ	EPWORTH TBS #1A (PEOPSTA IDSTR PARK)	95	59397	Market	259	0					
P	MQ	BUCCANEER NE #1	95	62072	Market	387	0					
P	MQ	MARSHALL COUNTY REC - HARVESTER	95	78078	Market	185	0					
P	MQ	ANKENY WEST IA #2	95	78184	Market	315	0					
P	MQ	GRIMES IA	95	78635	Market	6457	0					
P	MQ	GRETNA NE #2	95	78873	Market	6258	0					
P	MQ	LINCOLN #1D	95	78973	Market	929	0					
P	MQ	DUBUQUE IA #4	95	79020	Market	14954	0					
P	MQ	DUBUQUE IA #5	95	79267	Market	4	0					
P	MQ	CARTER LAKE IA #1A	95	79310	Market	820	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_11_3	110291	11/1/2018	10/31/2022		N	225848	0	k6/k7
P	M2	OGDEN DEF. DELIVERY	95	98	Market	21011	0					
