H	ANR PIPELINE COMPANY	C000623	4/2/2018	O	4/1/2018	 T 	 T 	 T 	Kay Dennison832-320-5336			
D	WISCONSIN ELECTRIC POWER COMPANY                                           	7947385	N	FSS  	109226	6/16/2003	3/31/2020	 	Y	0	574680	0
A	WISCONSIN GAS LLC                                                          	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	574680	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	3284	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	28734	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	7947385	N	FSS  	109227	6/16/2003	3/31/2020	 	Y	0	2025745	0
A	WISCONSIN GAS LLC                                                          	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2025745	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	11576	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	30235	0				
D	KOHLER COMPANY                                                             	6073225	N	FTS-1	109415	9/1/2003	10/31/2019	 	N	3500	0	0
P	MQ	SHEBOYGAN                      	95	28831	WI7M	3500	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	3500	0	0				
D	KOHLER COMPANY                                                             	6073225	N	FTS-1	109416	9/1/2003	10/31/2019	 	N	750	0	0
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	N										
P	MQ	SHEBOYGAN                      	95	28831	WI7M	750	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	750	0	0				
D	MICHIGAN GAS UTILITIES CORPORATION                                         	622377096	N	ETS  	109422	7/1/2003	3/31/2020	 	N	4000	0	0
P	M2	S W HEADSTATION                	95	103702	SW4A	4000	0	0				
P	MQ	MGUC - GRP 1                   	95	139250	MI7Q	4000	0	0				
D	DTE GAS COMPANY                                                            	6958540	N	FTS-1	109511	11/1/2003	10/31/2022	 	N	25000	0	0
P	MQ	SPARTA-MUSKEGON                	95	40849	MI7R	25000	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	25000	0	0				
D	OHIO GAS ENERGY SERVICES COMPANY                                           	616476441	N	ETS  	109595	4/1/2004	3/31/2019	 	N	434	0	0
P	M2	OHIO GAS-GRP 1                 	95	139251	MI7A	434	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	434	0	0				
D	OHIO GAS ENERGY SERVICES COMPANY                                           	616476441	N	FSS  	109597	4/1/2004	3/31/2019	 	N	0	75600	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	75600	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	432	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2520	0				
D	OHIO GAS ENERGY SERVICES COMPANY                                           	616476441	N	NNS  	109599	4/1/2004	3/31/2019	 	N	2500	0	0
P	MQ	OHIO GAS-GRP 1                 	95	139251	MI7A	2500	0	0				
D	CITY GAS COMPANY                                                           	3776457	N	FTS-1	109610	11/1/2003	10/31/2023	 	Y	225	0	0
A	"KINECT ENERGY, INC.                                                        "	N										
P	MQ	ANTIGO                         	95	28730	WI7P	225	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	225	0	0				
D	"DTE ENERGY TRADING, INC.                                                   "	179989231	N	ETS  	109920	11/1/2003	3/31/2019	 	N	0	0	0
P	MQ	OHIO GAS-GRP 1                 	95	139251	MI7A	0	0	0				
P	M2	HANOVER INT (REC)              	95	153853	MI7K	0	0	0				
D	KIMBERLY-CLARK CORPORATION                                                 	6072136	N	FTS-1	109950	12/1/2003	10/31/2019	 	N	500	0	0
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC                                "	N										
P	MQ	WINCHESTER (WEP SALES)         	95	100052	WI7H	500	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	500	0	0				
D	KIMBERLY-CLARK CORPORATION                                                 	6072136	N	FTS-1	109952	12/1/2003	10/31/2019	 	N	1500	0	0
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC                                "	N										
P	MQ	MARINETTE                      	95	28761	WI7N	1500	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	1500	0	0				
D	KIMBERLY-CLARK CORPORATION                                                 	6072136	N	FTS-1	109956	12/1/2003	10/31/2019	 	N	2000	0	0
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC                                "	N										
P	MQ	OWENSBORO INT                  	95	153767	ME3A	2000	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	2000	0	0				
D	WISCONSIN PUBLIC SERVICE CORP. DBA WPSC-GEN                                	361300655	N	FTS-3	110016	11/1/2005	3/31/2024	 	N	25600	0	1600
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	25600	0	1600				
P	MQ	KAUKAUNA                       	95	387791	WI7I	25600	0	1600				
D	MICHIGAN GAS UTILITIES CORPORATION                                         	622377096	N	ETS  	110019	4/1/2004	3/31/2020	 	N	33000	0	0
A	WISCONSIN PUBLIC SERVICE CORPORATION                                       	N										
P	MQ	MGUC - GRP 1                   	95	139250	MI7Q	33000	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	33000	0	0				
D	MICHIGAN GAS UTILITIES CORPORATION                                         	622377096	N	ETS  	110020	4/1/2004	3/31/2020	 	N	0	0	0
A	WISCONSIN PUBLIC SERVICE CORPORATION                                       	N										
P	M2	MGUC - GRP 2                   	95	139371	MI7K	0	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	MICHIGAN GAS UTILITIES CORPORATION                                         	622377096	N	ETS  	110022	4/1/2004	3/31/2020	 	N	0	0	0
A	WISCONSIN PUBLIC SERVICE CORPORATION                                       	N										
P	M2	MGUC - GRP 3                   	95	139384	MI7A	0	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	MICHIGAN GAS UTILITIES CORPORATION                                         	622377096	N	FSS  	110023	4/1/2004	3/31/2020	 	N	0	3149750	0
A	WISCONSIN PUBLIC SERVICE CORPORATION                                       	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	3149750	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	17999	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	62995	0				
D	MICHIGAN GAS UTILITIES CORPORATION                                         	622377096	N	ETS  	110024	4/1/2004	3/31/2020	 	N	15000	0	0
A	WISCONSIN PUBLIC SERVICE CORPORATION                                       	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	15000	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	15000	0	0				
D	MICHIGAN GAS UTILITIES CORPORATION                                         	622377096	N	NNS  	110025	4/1/2004	3/31/2020	 	N	10000	0	0
A	WISCONSIN PUBLIC SERVICE CORPORATION                                       	N										
P	MQ	MGUC - GRP 1                   	95	139250	MI7Q	9167	0	0				
P	MQ	MGUC - GRP 2                   	95	139371	MI7K	357	0	0				
P	MQ	MGUC - GRP 3                   	95	139384	MI7A	476	0	0				
D	"MIDAMERICAN ENERGY SERVICES, LLC                                           "	79749570	N	ETS  	110185	4/1/2004	3/31/2020	 	N	6500	0	0
P	M2	S W HEADSTATION                	95	103702	SW4A	6500	0	0				
P	MQ	IES UTILITIES-GRP 1            	95	139241	MW6K	6500	0	0				
D	"LAND O' LAKES, INC.                                                        "	6253835	N	FTS-1	110208	11/1/2004	10/31/2018	 	N	750	0	0
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC                                "	N										
P	MQ	CHILTON                        	95	28662	WI7I	750	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	750	0	0				
D	"INTERSTATE GAS SUPPLY, INC.                                                "	626058655	N	FTS-1	110505	11/1/2004	3/31/2021	 	N	5500	0	0
P	M2	S W HEADSTATION                	95	103702	SW4A	5500	0	0				
P	MQ	LEBANON/DERBY - VECTREN        	95	295956	ME3B	5500	0	0				
D	"INTERSTATE GAS SUPPLY, INC.                                                "	626058655	N	FTS-1	110506	11/1/2004	3/31/2021	 	N	5000	0	0
P	M2	S W HEADSTATION                	95	103702	SW4A	5000	0	0				
P	MQ	LEBANON/RED LION               	95	108796	ME3B	5000	0	0				
D	"INTERSTATE GAS SUPPLY, INC.                                                "	626058655	N	FTS-1	110507	11/1/2004	3/31/2021	 	N	10500	0	0
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	N										
P	MQ	LEBANON/SPRINGBORO INT         	95	22986	ME3B	10500	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	10500	0	0				
D	"SUMMIT NATURAL GAS OF MISSOURI, INC.                                       "	177053308	N	STS  	110863	4/1/2005	3/31/2020	 	N	2000	55000	0
P	M2	S W HEADSTATION                	95	103702	SW4A	900	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	1100	55000	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	1100	55000	0				
P	MQ	GALLATIN INTERCONNECT          	95	171759	MW6B	2000	0	0				
D	WISCONSIN POWER AND LIGHT COMPANY                                          	7946452	N	ETS  	110904	11/1/2004	10/31/2022	 	N	18614	0	0
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	N										
P	M2	JANESVILLE/NNG INT             	95	28808	WI7W	18614	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	18614	0	0				
D	WISCONSIN POWER AND LIGHT COMPANY                                          	7946452	N	ETS  	110905	11/1/2004	10/31/2022	 	N	16406	0	0
P	MQ	WISC POWER-GRP 1               	95	139257	WI7J	16406	0	0				
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	16406	0	0				
D	FLORENCE UTILITY COMMISSION                                                	30194286	N	FTS-1	111193	1/1/2005	3/31/2020	 	N	50	0	0
A	"KINECT ENERGY, INC.                                                        "	N										
P	M2	MARSHFIELD/VIKING INT          	95	28873	WI7Q	50	0	0				
P	MQ	FLORENCE WI                    	95	150407	WI7O	50	0	0				
D	WISCONSIN POWER AND LIGHT COMPANY                                          	7946452	N	ETS  	111200	11/1/2006	10/31/2022	 	N	11000	0	0
P	MQ	WISC POWER-GRP 1               	95	139257	WI7J	11000	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	11000	0	0				
D	"CENTERPOINT ENERGY SERVICES, INC.                                          "	838611739	N	FTS-1	111201	11/1/2006	10/31/2019	 	N	600	0	0
P	MQ	NORTH MADISON                  	95	36868	WI7U	600	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	600	0	0				
D	"CENTERPOINT ENERGY SERVICES, INC.                                          "	838611739	N	FTS-1	111202	11/1/2006	10/31/2019	 	N	800	0	0
P	MQ	CAPITOL DRIVE                  	95	28846	WI7D	800	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	800	0	0				
D	"CENTERPOINT ENERGY SERVICES, INC.                                          "	838611739	N	FTS-1	111203	11/1/2006	10/31/2019	 	N	600	0	0
P	MQ	MANITOWOC                      	95	28736	WI7M	600	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	600	0	0				
D	WISCONSIN PUBLIC SERVICE CORPORATION                                       	7947435	N	ETS  	111296	11/1/2006	3/31/2019	 	Y	10050	0	0
P	MQ	WPSC - GROUP 1                 	95	139258	WI7K	10050	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	10050	0	0				
D	"JBS GREEN BAY, INC.                                                        "	86186285	N	FTS-1	111316	11/1/2006	10/31/2019	 	N	600	0	0
P	MQ	WEST GREEN BAY                 	95	28788	WI7L	600	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	600	0	0				
D	"UNITED WISCONSIN GRAIN PRODUCERS, LLC                                      "	159166276	N	FTS-1	111405	11/1/2006	10/31/2019	 	N	2000	0	0
A	"EDF ENERGY SERVICES, LLC                                                   "	N										
P	MQ	RANDOLPH                       	95	28670	WI7U	2000	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	2000	0	0				
D	DTE GAS COMPANY                                                            	6958540	N	ETS  	111493	7/1/2005	6/1/2051	 	N	400000	0	0
P	M2	DETROIT A & B (RECEIPT)        	95	48642	MI7R	400000	0	0				
P	MQ	MICHCON-GRP 3                  	95	139382	MI7P	400000	0	0				
D	PARIS HENRY COUNTY PUBLIC UTILITY DISTRICT                                 	66115122	N	FTS-1	111605	11/1/2005	10/31/2020	 	N	1200	0	0
A	"ATMOS ENERGY MARKETING, LLC;                                               "	N										
A	"CENTERPOINT ENERGY SERVICES, INC.                                          "	N										
P	MQ	PARIS                          	95	20046	ME2C	1200	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	1200	0	0				
D	"GOLDEN TRIANGLE ENERGY, L.L.C.                                             "	124073714	N	FTS-1	111657	1/1/2006	10/31/2020	 	N	3052	0	0
A	"CAPSTONE ENERGY SERVICES, LLC                                              "	N										
P	M2	S W HEADSTATION                	95	103702	SW4A	3052	0	0				
P	MQ	SOUTH CRAIG INTERCONNECT       	95	284918	MW5C	3052	0	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	38984456	N	FTS-3	111730	11/1/2007	5/31/2023	 	Y	25008	0	1563
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	25008	0	1563				
P	MQ	HARTFORD EAST                  	95	384136	WI7D	25008	0	1563				
D	WISCONSIN POWER AND LIGHT COMPANY                                          	7946452	N	ETS  	111813	11/1/2007	10/31/2022	 	N	10000	0	0
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	10000	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	10000	0	0				
D	UNITED STATES GYPSUM COMPANY                                               	5212600	N	FTS-1	111973	11/1/2005	3/31/2019	 	N	2023	0	0
A	"KINECT ENERGY, INC.                                                        "	N										
P	MQ	PAULDING/COL GAS               	95	16118	ME3E	2023	0	0				
P	M2	FARWELL (RECEIPT)              	95	48644	MI7E	2023	0	0				
D	"INDIANA GAS COMPANY, INC.                                                  "	6938211	N	FSS  	112083	4/1/2007	3/31/2024	 	N	0	4461150	0
A	"EXELON GENERATION COMPANY, LLC                                             "	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	4461150	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	25492	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	59482	0				
D	"INDIANA GAS COMPANY, INC.                                                  "	6938211	N	ETS  	112085	4/1/2007	3/31/2024	 	N	25628	0	0
A	"EXELON GENERATION COMPANY, LLC                                             "	N										
P	M2	INDIANA GS-GRP 1               	95	139240	ME3C	25628	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	25628	0	0				
D	"INDIANA GAS COMPANY, INC.                                                  "	6938211	N	NNS  	112094	4/1/2007	3/31/2024	 	N	29000	0	0
A	"EXELON GENERATION COMPANY, LLC                                             "	N										
P	MQ	INDIANA GS-GRP 1               	95	139240	ME3C	29000	0	0				
D	DTE GAS COMPANY                                                            	6958540	N	ETS  	112110	11/1/2007	6/1/2051	 	N	200000	0	0
P	MQ	DETROIT A (DELIVERY)           	95	40892	MI7R	200000	0	0				
P	M2	DETROIT A & B (RECEIPT)        	95	48642	MI7R	200000	0	0				
D	WISCONSIN POWER AND LIGHT COMPANY                                          	7946452	N	FTS-3	112565	11/1/2007	3/31/2023	 	N	50000	0	2500
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	50000	0	2500				
P	MQ	TIFFANY EAST                   	95	384134	WI7Z	50000	0	2500				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	112901	11/1/2006	10/31/2019	 	N	175	0	0
P	MQ	EDGERTON                       	95	28806	WI7W	175	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	175	0	0				
D	WISCONSIN GAS LLC                                                          	7947047	N	ETS  	112923	4/1/2007	3/31/2020	 	N	3406	0	0
A	CONOCOPHILLIPS COMPANY                                                     	N										
P	M2	S W HEADSTATION                	95	103702	SW4A	3406	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	3406	0	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	7947385	N	ETS  	112924	4/1/2007	3/31/2020	 	N	1834	0	0
A	CONOCOPHILLIPS COMPANY                                                     	N										
P	M2	S W HEADSTATION                	95	103702	SW4A	1834	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	1834	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	112958	12/1/2006	10/31/2019	 	N	1100	0	0
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	1100	0	0				
P	MQ	OSHKOSH RIPPLE ROAD            	95	444972	WI7H	1100	0	0				
D	THE EAST OHIO GAS COMPANY                                                  	7900475	N	ETS  	112981	4/1/2007	3/31/2021	 	N	15000	0	0
P	M2	S E HEADSTATION                	95	103565	SE2A	15000	0	0				
P	MQ	EAST OHIO-GRP 1                	95	139252	MI7B	15000	0	0				
D	MIDAMERICAN ENERGY COMPANY                                                 	884718768	N	FSS  	112984	4/1/2008	3/31/2020	 	N	0	126836	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	126836	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	725	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	1714	0				
D	MIDAMERICAN ENERGY COMPANY                                                 	884718768	N	FTS-1	113046	11/1/2008	3/31/2020	 	N	0	0	0
P	MQ	FORT MADISON                   	95	4738	MW6J	0	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
